cod_pagamento,cod_pedido,cod_tipo,data_pag,valor_pago
13443,16559,3,2024-10-01,430.28
13444,16561,1,2022-04-24,505.31
13445,16562,1,2023-08-02,184.88
13446,16563,3,2024-10-22,249.96
13447,16564,2,2023-01-23,320.28
13448,16565,3,2024-11-15,1473.91
13449,16567,2,2025-04-16,1011.96
13450,16568,2,2025-02-13,416.88
13451,16569,1,2023-12-25,899.74
13452,16570,1,2023-12-22,583.12
13453,16571,2,2025-04-02,785.0
13454,16572,3,2023-05-24,677.95
13455,16573,2,2025-06-25,466.5
13456,16574,2,2024-11-30,47.7
13457,16575,3,2023-02-11,619.48
13458,16576,1,2025-06-22,388.8
13459,16577,1,2025-02-22,897.63
13460,16579,2,2025-02-02,332.93
13461,16580,2,2024-06-02,198.45
13462,16582,1,2021-11-13,341.9
13463,16583,2,2025-05-08,652.4
13464,16584,2,2023-11-07,1032.89
13465,16585,3,2024-09-04,700.38
13466,16586,3,2023-05-11,823.35
13467,16587,1,2023-11-11,137.24
13468,16588,2,2025-06-01,667.39
13469,16589,1,2024-11-14,419.73
13470,16590,1,2024-11-26,93.06
13471,16591,3,2025-03-05,168.46
13472,16592,3,2023-10-22,177.41
13473,16593,2,2023-05-14,257.01
13474,16594,3,2025-06-13,589.08
13475,16595,3,2024-10-18,660.78
13476,16596,1,2024-10-22,55.06
13477,16597,1,2023-07-31,142.5
13478,16598,2,2024-10-29,875.32
13479,16599,1,2025-04-28,657.68
13480,16600,2,2024-06-07,144.72
13481,16601,1,2025-04-28,629.15
13482,16602,3,2023-07-20,662.2
13483,16603,3,2024-12-08,323.35
13484,16605,2,2024-03-17,894.46
13485,16606,2,2024-08-30,793.55
13486,16607,2,2023-04-30,593.01
13487,16608,2,2025-05-15,931.01
13488,16609,2,2025-05-19,32.94
13489,16611,1,2025-06-19,676.21
13490,16613,1,2024-11-15,1289.68
13491,16614,2,2023-07-10,119.46
13492,16616,3,2025-05-28,699.15
13493,16618,1,2023-05-01,394.95
13494,16619,2,2025-02-28,794.02
13495,16620,3,2025-02-03,340.23
13496,16621,2,2024-11-28,658.8
13497,16622,1,2024-07-06,567.24
13498,16624,1,2024-08-08,862.63
13499,16625,2,2024-08-10,168.58
13500,16626,3,2024-03-30,574.43
13501,16628,3,2025-01-03,1007.96
13502,16629,1,2025-03-18,635.1
13503,16630,3,2025-03-05,175.2
13504,16631,3,2024-12-29,76.17
13505,16632,1,2025-04-10,251.3
13506,16634,1,2025-05-03,404.88
13507,16635,3,2025-05-10,599.57
13508,16636,1,2024-06-10,552.0
13509,16637,1,2025-02-03,435.71
13510,16638,3,2025-02-05,285.7
13511,16639,1,2025-05-23,453.97
13512,16640,3,2024-01-08,527.08
13513,16641,3,2025-06-22,790.9
13514,16642,1,2024-08-04,691.0
13515,16643,1,2024-04-16,1470.28
13516,16644,2,2023-12-03,1507.16
13517,16646,1,2024-09-23,931.86
13518,16647,2,2025-06-09,1730.97
13519,16648,1,2023-03-20,1166.73
13520,16649,2,2025-05-26,121.67
13521,16650,1,2022-07-18,1142.16
13522,16652,3,2025-02-15,722.37
13523,16653,3,2024-03-11,508.36
13524,16654,1,2024-08-18,444.17
13525,16655,1,2023-01-03,483.25
13526,16656,3,2022-09-26,114.44
13527,16657,2,2023-12-20,1170.21
13528,16658,1,2023-04-19,1592.17
13529,16659,3,2024-05-22,636.8
13530,16662,2,2025-05-10,830.4
13531,16663,3,2025-03-30,565.22
13532,16664,1,2022-07-13,956.37
13533,16665,1,2021-12-29,705.63
13534,16666,2,2024-03-08,119.12
13535,16667,3,2024-02-24,1360.24
13536,16668,3,2024-12-15,96.15
13537,16670,1,2024-05-26,1359.12
13538,16671,2,2022-09-11,705.2
13539,16672,2,2025-03-17,2388.6
13540,16673,2,2024-12-23,1136.78
13541,16675,3,2024-10-10,483.92
13542,16676,1,2025-01-05,858.85
13543,16678,1,2024-05-25,644.12
13544,16679,3,2024-10-25,451.72
13545,16680,3,2024-04-04,278.48
13546,16681,1,2025-06-16,655.68
13547,16683,3,2025-05-14,440.65
13548,16684,3,2024-10-18,346.53
13549,16685,3,2024-12-26,515.49
13550,16686,2,2023-08-30,733.76
13551,16687,2,2024-11-20,800.31
13552,16688,2,2023-11-13,1151.22
13553,16689,1,2024-09-03,590.36
13554,16690,2,2025-04-10,1124.42
13555,16691,1,2023-12-28,507.9
13556,16692,2,2025-03-03,470.09
13557,16694,2,2024-05-31,244.52
13558,16696,3,2023-10-04,890.35
13559,16697,3,2024-02-06,107.68
13560,16700,2,2023-04-12,901.91
13561,16702,3,2023-01-02,672.36
13562,16703,2,2025-06-11,312.16
13563,16704,2,2023-08-06,1293.04
13564,16705,3,2025-06-22,145.95
13565,16706,2,2023-03-16,181.58
13566,16709,1,2025-05-26,1425.48
13567,16710,1,2025-01-14,968.29
13568,16711,2,2024-11-24,746.09
13569,16713,1,2025-02-17,456.85
13570,16714,2,2023-06-11,971.38
13571,16716,1,2025-06-18,615.16
13572,16717,2,2025-03-14,1487.25
13573,16718,1,2025-05-08,104.66
13574,16719,2,2024-06-26,421.31
13575,16720,2,2023-03-24,827.61
13576,16723,1,2025-02-26,55.64
13577,16724,3,2025-04-30,306.18
13578,16725,2,2025-05-07,600.47
13579,16727,1,2024-03-16,501.04
13580,16728,3,2025-01-24,584.84
13581,16729,2,2024-04-05,1305.51
13582,16731,2,2025-06-17,534.32
13583,16732,3,2024-09-09,148.65
13584,16733,1,2025-03-31,363.71
13585,16734,2,2024-12-17,294.16
13586,16738,3,2024-02-10,940.63
13587,16739,1,2023-08-28,205.89
13588,16740,2,2024-09-23,1338.87
13589,16741,1,2025-06-07,1395.04
13590,16742,2,2025-06-20,1006.47
13591,16743,3,2023-06-12,258.9
13592,16744,2,2024-07-02,984.95
13593,16745,1,2024-11-15,891.29
13594,16746,3,2024-09-22,1344.37
13595,16747,3,2025-04-08,779.41
13596,16748,1,2025-03-24,1165.31
13597,16750,2,2023-04-23,199.65
13598,16751,3,2025-03-10,1151.15
13599,16752,1,2025-03-14,248.66
13600,16754,3,2024-09-25,284.82
13601,16755,1,2024-03-19,287.1
13602,16756,1,2023-10-08,819.56
13603,16757,1,2024-02-13,568.88
13604,16759,1,2025-06-25,1000.02
13605,16761,2,2024-05-24,167.19
13606,16762,3,2024-12-10,540.33
13607,16764,1,2023-03-04,392.8
13608,16765,3,2024-09-29,147.41
13609,16767,3,2024-02-24,1015.93
13610,16768,1,2025-06-22,1224.78
13611,16769,2,2025-03-13,123.29
13612,16770,3,2025-05-31,532.93
13613,16771,2,2024-02-29,306.6
13614,16772,2,2024-06-18,335.88
13615,16773,2,2022-09-25,87.4
13616,16774,3,2025-03-01,49.67
13617,16776,1,2025-05-27,201.8
13618,16777,2,2024-05-20,1452.73
13619,16778,3,2023-09-30,157.38
13620,16779,2,2024-12-18,1122.99
13621,16781,1,2025-05-25,372.3
13622,16782,3,2023-03-15,664.68
13623,16783,2,2024-05-07,230.62
13624,16784,1,2023-02-05,1479.4
13625,16785,3,2025-06-02,303.26
13626,16786,2,2024-10-02,310.8
13627,16787,1,2024-05-12,701.47
13628,16788,2,2021-11-25,200.31
13629,16790,3,2024-03-31,564.95
13630,16791,1,2025-03-23,544.76
13631,16792,1,2023-05-06,45.63
13632,16793,1,2025-01-03,349.6
13633,16794,3,2024-03-31,68.33
13634,16795,1,2025-05-01,754.88
13635,16796,2,2025-06-14,78.32
13636,16797,1,2024-11-04,1077.54
13637,16798,1,2023-09-04,940.7
13638,16800,2,2024-05-19,363.18
13639,16801,2,2025-03-28,499.32
13640,16802,3,2025-03-02,754.16
13641,16803,3,2024-01-16,422.25
13642,16804,3,2023-07-13,1210.67
13643,16805,2,2024-12-03,140.25
13644,16806,2,2024-04-26,180.08
13645,16807,2,2024-12-21,509.31
13646,16808,2,2024-05-09,635.92
13647,16809,2,2025-03-29,700.36
13648,16810,2,2025-04-17,486.81
13649,16811,1,2022-08-29,408.47
13650,16815,2,2024-01-12,536.36
13651,16816,3,2025-02-23,292.84
13652,16817,2,2024-10-29,54.65
13653,16820,1,2025-06-11,264.42
13654,16821,2,2024-11-14,1564.55
13655,16822,1,2025-05-06,692.83
13656,16823,3,2023-09-12,836.22
13657,16824,3,2022-10-16,582.37
13658,16825,3,2025-03-01,100.48
13659,16826,3,2024-03-30,657.2
13660,16828,2,2024-05-17,187.26
13661,16829,3,2025-05-06,814.4
13662,16830,3,2023-11-29,587.35
13663,16831,1,2023-07-27,54.32
13664,16832,1,2022-12-25,197.64
13665,16833,1,2024-11-07,842.67
13666,16834,3,2024-11-12,953.52
13667,16835,2,2024-10-20,284.7
13668,16836,1,2024-03-16,374.95
13669,16837,1,2025-05-22,173.85
13670,16838,2,2024-12-31,275.32
13671,16839,2,2025-01-22,63.0
13672,16840,1,2024-03-23,530.9
13673,16841,2,2023-03-28,1189.51
13674,16844,2,2025-04-18,99.77
13675,16845,2,2025-04-16,99.02
13676,16847,2,2025-05-06,236.76
13677,16848,3,2025-04-13,335.94
13678,16850,2,2024-07-14,322.4
13679,16852,2,2022-02-15,965.02
13680,16853,2,2024-07-12,124.44
13681,16854,2,2024-11-07,1383.66
13682,16855,2,2023-03-15,576.3
13683,16856,1,2023-07-20,130.32
13684,16857,3,2022-07-12,1047.67
13685,16858,3,2023-03-19,155.47
13686,16859,2,2022-04-07,97.83
13687,16860,1,2025-02-19,156.47
13688,16862,2,2025-06-20,535.44
13689,16863,2,2025-06-04,234.69
13690,16864,2,2023-06-07,736.54
13691,16866,3,2023-08-27,196.92
13692,16867,1,2025-06-25,1310.24
13693,16868,2,2025-01-28,298.44
13694,16869,3,2024-10-31,270.55
13695,16871,2,2024-03-07,1182.73
13696,16872,2,2023-11-30,949.18
13697,16874,1,2024-05-10,303.28
13698,16875,2,2025-05-11,136.72
13699,16876,2,2025-01-21,882.57
13700,16877,2,2024-06-21,694.96
13701,16878,3,2023-06-06,435.99
13702,16879,1,2025-04-05,603.22
13703,16880,2,2024-08-31,254.77
13704,16882,2,2025-06-06,655.97
13705,16883,1,2021-10-06,595.32
13706,16885,3,2023-10-08,848.14
13707,16886,3,2025-03-29,98.09
13708,16887,2,2025-06-18,632.75
13709,16888,2,2024-05-17,1651.26
13710,16889,1,2023-11-13,323.9
13711,16890,3,2023-09-22,236.31
13712,16891,3,2023-10-12,1295.29
13713,16892,1,2025-01-22,566.17
13714,16893,2,2023-01-26,538.82
13715,16894,2,2022-10-29,766.36
13716,16896,1,2023-03-02,27.61
13717,16897,2,2025-05-06,627.49
13718,16898,3,2025-04-05,251.54
13719,16899,3,2025-06-04,308.72
13720,16900,1,2023-11-22,779.5
13721,16901,2,2023-06-23,326.56
13722,16903,3,2023-09-06,591.4
13723,16904,2,2025-05-05,945.06
13724,16905,2,2024-11-26,683.1
13725,16906,3,2025-05-05,1080.02
13726,16907,3,2025-05-12,921.85
13727,16908,2,2024-06-06,1214.88
13728,16909,1,2025-06-06,1230.19
13729,16911,3,2024-08-17,166.36
13730,16912,1,2023-10-30,267.79
13731,16913,2,2025-05-24,810.46
13732,16914,3,2024-11-02,982.09
13733,16915,1,2025-06-15,712.35
13734,16916,2,2025-04-02,476.72
13735,16918,2,2024-07-25,1057.75
13736,16919,1,2025-06-25,191.92
13737,16920,3,2025-06-22,808.39
13738,16921,2,2024-06-08,622.38
13739,16922,1,2023-06-27,72.53
13740,16925,2,2023-11-20,325.04
13741,16926,3,2023-09-29,475.84
13742,16928,3,2021-11-12,671.94
13743,16929,1,2024-11-12,1675.63
13744,16930,3,2025-02-20,494.4
13745,16932,1,2024-09-05,1827.14
13746,16933,1,2025-06-22,109.95
13747,16934,1,2024-09-30,528.15
13748,16936,2,2024-08-13,337.12
13749,16938,2,2023-01-15,346.84
13750,16939,3,2024-07-31,561.56
13751,16940,2,2025-01-20,537.55
13752,16941,3,2025-06-16,341.97
13753,16942,1,2022-07-24,1001.54
13754,16943,1,2025-05-04,520.57
13755,16944,3,2024-05-14,755.8
13756,16945,3,2025-02-04,779.81
13757,16946,2,2024-04-19,1189.3
13758,16947,2,2025-05-13,135.24
13759,16948,2,2024-12-14,263.89
13760,16949,3,2025-01-14,938.94
13761,16950,1,2024-12-29,98.56
13762,16951,1,2024-06-09,1193.41
13763,16952,1,2023-05-03,359.41
13764,16954,3,2024-10-21,153.82
13765,16956,1,2025-04-04,1001.95
13766,16959,1,2022-02-02,849.36
13767,16960,2,2025-01-27,659.33
13768,16961,3,2024-05-24,76.96
13769,16963,1,2023-01-08,735.89
13770,16964,3,2025-04-12,1238.24
13771,16965,2,2024-08-04,730.95
13772,16966,2,2025-06-04,742.05
13773,16967,2,2022-07-30,113.28
13774,16968,1,2025-04-29,484.44
13775,16969,2,2024-09-29,431.71
13776,16970,3,2025-01-07,635.2
13777,16971,2,2023-12-07,239.2
13778,16972,2,2025-03-03,820.85
13779,16973,1,2024-07-03,731.07
13780,16974,3,2024-08-15,450.21
13781,16975,2,2022-08-31,630.21
13782,16976,3,2024-10-04,792.13
13783,16977,2,2024-04-22,114.78
13784,16978,3,2025-05-13,150.3
13785,16980,1,2024-11-11,411.2
13786,16981,2,2023-08-27,679.02
13787,16982,3,2024-08-11,173.7
13788,16984,1,2023-05-03,700.2
13789,16985,1,2025-03-13,400.27
13790,16986,3,2024-06-15,638.42
13791,16987,2,2024-05-08,119.08
13792,16988,1,2025-06-11,465.55
13793,16989,1,2024-12-29,247.03
13794,16990,3,2021-08-08,93.9
13795,16991,2,2024-09-15,1935.28
13796,16992,2,2025-02-07,1061.03
13797,16994,1,2024-06-24,1532.0
13798,16995,1,2024-07-29,1073.6
13799,16996,3,2025-06-04,613.28
13800,16997,2,2025-04-13,566.52
13801,16998,2,2025-06-12,1094.23
13802,16999,1,2024-09-13,1321.62
13803,17000,3,2025-04-22,129.32
13804,17002,3,2023-01-24,125.94
13805,17003,3,2023-01-12,115.68
13806,17004,3,2024-08-27,111.92
13807,17006,1,2025-01-01,762.45
13808,17007,2,2025-01-25,626.52
13809,17008,1,2025-04-25,67.65
13810,17009,1,2024-06-22,1004.66
13811,17010,3,2023-03-24,465.9
13812,17012,3,2025-05-13,1006.04
13813,17013,1,2024-12-19,542.92
13814,17015,2,2025-05-08,28.09
13815,17016,3,2023-02-11,824.85
13816,17017,1,2025-06-12,86.95
13817,17018,3,2024-06-10,773.95
13818,17019,1,2024-06-03,405.41
13819,17020,2,2025-02-05,693.05
13820,17021,3,2024-12-08,420.3
13821,17022,3,2024-12-31,826.95
13822,17024,3,2025-01-15,236.4
13823,17025,2,2024-05-17,745.38
13824,17026,1,2025-02-01,531.16
13825,17027,3,2021-12-28,141.8
13826,17028,2,2024-10-07,348.14
13827,17029,3,2025-02-21,141.77
13828,17030,3,2025-06-16,872.44
13829,17032,1,2024-12-08,566.45
13830,17033,3,2023-08-14,842.88
13831,17035,2,2025-01-11,495.08
13832,17036,3,2024-12-29,354.38
13833,17037,3,2025-03-03,1855.98
13834,17038,2,2023-03-13,468.87
13835,17039,3,2025-01-20,240.08
13836,17040,3,2025-06-03,328.29
13837,17041,1,2023-05-08,1412.88
13838,17043,2,2022-12-09,937.93
13839,17044,1,2023-12-23,202.42
13840,17045,1,2024-10-21,322.2
13841,17046,2,2022-05-11,434.61
13842,17047,3,2023-08-15,1386.65
13843,17048,2,2024-10-27,467.83
13844,17049,1,2024-10-21,352.55
13845,17050,2,2024-03-15,664.55
13846,17051,1,2025-02-15,408.45
13847,17052,3,2025-05-28,346.44
13848,17053,1,2024-07-21,241.68
13849,17054,2,2025-03-05,613.96
13850,17055,2,2025-03-30,159.71
13851,17056,3,2023-10-16,916.88
13852,17060,3,2023-11-03,348.15
13853,17062,1,2024-06-08,619.7
13854,17063,2,2023-07-21,824.32
13855,17064,1,2025-04-26,987.94
13856,17065,3,2024-04-07,594.0
13857,17066,3,2022-06-17,320.88
13858,17067,2,2025-05-25,1068.63
13859,17068,1,2022-10-06,193.59
13860,17071,1,2024-06-11,837.78
13861,17073,1,2025-03-24,145.84
13862,17074,3,2025-06-20,518.49
13863,17075,1,2023-08-17,259.1
13864,17076,1,2022-08-29,745.17
13865,17077,1,2024-11-19,692.25
13866,17078,2,2025-04-24,420.54
13867,17079,1,2025-01-13,1301.09
13868,17082,2,2024-05-06,664.68
13869,17083,1,2024-08-28,553.92
13870,17084,3,2024-09-14,488.9
13871,17085,3,2024-07-23,1025.04
13872,17086,3,2024-06-05,115.76
13873,17088,2,2023-09-26,488.73
13874,17089,1,2023-11-30,501.75
13875,17091,1,2022-04-20,809.76
13876,17093,1,2024-10-11,931.45
13877,17094,1,2025-05-27,661.72
13878,17095,2,2024-08-16,803.87
13879,17096,1,2024-02-10,378.28
13880,17097,3,2025-01-10,169.69
13881,17098,2,2024-04-19,1037.32
13882,17099,3,2025-03-14,797.35
13883,17101,3,2025-05-20,246.44
13884,17102,2,2025-04-12,242.13
13885,17103,3,2024-09-01,957.63
13886,17105,1,2023-04-23,501.22
13887,17107,1,2023-04-21,2114.81
13888,17108,1,2025-01-03,174.68
13889,17110,1,2024-09-05,873.6
13890,17113,3,2025-04-18,266.78
13891,17114,1,2024-12-01,127.32
13892,17115,2,2024-12-17,321.8
13893,17116,2,2025-02-28,463.74
13894,17117,2,2025-05-15,231.35
13895,17118,2,2024-12-03,228.4
13896,17119,2,2024-07-27,1135.6
13897,17120,3,2023-06-27,413.91
13898,17121,3,2024-07-10,725.17
13899,17122,3,2025-06-12,333.88
13900,17123,3,2024-11-15,469.76
13901,17124,3,2025-06-19,218.4
13902,17125,1,2025-04-06,1089.67
13903,17126,3,2024-10-08,885.08
13904,17127,3,2025-01-02,1424.48
13905,17128,1,2025-03-11,243.3
13906,17130,1,2025-02-05,334.7
13907,17132,3,2023-02-27,29.9
13908,17133,1,2022-10-24,203.68
13909,17134,1,2022-08-30,165.04
13910,17135,1,2024-11-19,260.7
13911,17137,2,2023-12-03,601.24
13912,17138,1,2023-10-26,178.08
13913,17139,3,2025-04-22,430.15
13914,17140,1,2025-03-04,651.12
13915,17141,2,2024-02-14,1450.34
13916,17142,1,2024-09-21,283.5
13917,17143,1,2023-01-31,919.44
13918,17144,3,2022-06-02,173.73
13919,17145,1,2025-02-09,1272.2
13920,17146,3,2024-03-11,318.63
13921,17147,2,2023-10-09,828.99
13922,17148,3,2025-06-09,281.77
13923,17149,3,2025-05-23,796.95
13924,17150,2,2025-03-27,1300.75
13925,17151,3,2025-05-05,1499.51
13926,17152,1,2022-10-01,1172.12
13927,17153,1,2024-02-09,1428.51
13928,17154,3,2025-01-21,250.44
13929,17155,1,2024-05-11,1003.5
13930,17156,1,2024-04-07,172.56
13931,17157,1,2024-04-04,401.94
13932,17159,2,2025-03-24,78.84
13933,17160,1,2024-12-01,318.8
13934,17161,2,2025-06-20,217.25
13935,17162,1,2022-05-12,736.46
13936,17163,2,2024-12-13,117.88
13937,17165,3,2025-04-18,552.51
13938,17166,2,2025-04-30,1373.73
13939,17167,3,2024-08-22,550.33
13940,17168,1,2023-09-01,848.3
13941,17169,1,2025-05-01,58.98
13942,17170,1,2024-02-02,43.92
13943,17171,1,2023-09-17,942.89
13944,17172,1,2022-07-26,169.26
13945,17173,1,2025-01-29,437.82
13946,17174,2,2024-07-10,237.55
13947,17176,2,2025-06-22,817.2
13948,17177,1,2025-03-27,166.25
13949,17178,2,2023-02-19,424.14
13950,17181,3,2025-05-24,294.06
13951,17183,1,2024-10-25,676.42
13952,17184,3,2024-12-31,705.91
13953,17185,1,2025-06-19,767.05
13954,17186,3,2024-06-19,748.3
13955,17187,1,2023-11-25,419.69
13956,17188,2,2023-02-23,940.07
13957,17189,2,2023-08-27,401.48
13958,17190,1,2023-06-27,167.73
13959,17191,3,2023-08-27,555.08
13960,17193,1,2025-06-22,713.89
13961,17194,1,2024-08-04,585.26
13962,17196,1,2025-02-06,851.3
13963,17197,3,2025-01-28,498.88
13964,17198,2,2025-05-05,430.4
13965,17199,2,2024-05-04,1277.08
13966,17201,2,2025-03-19,850.58
13967,17203,3,2023-02-07,1000.22
13968,17204,3,2023-12-01,154.29
13969,17205,1,2025-05-25,1307.22
13970,17206,1,2021-09-26,539.25
13971,17207,1,2024-09-21,1555.07
13972,17208,2,2025-03-31,1183.32
13973,17209,1,2025-06-09,576.15
13974,17211,2,2024-10-17,365.12
13975,17212,2,2025-01-07,81.08
13976,17213,1,2024-03-27,615.6
13977,17214,1,2025-02-09,88.38
13978,17215,2,2025-03-30,502.15
13979,17216,1,2024-10-20,684.9
13980,17217,1,2024-09-22,1531.43
13981,17218,2,2024-03-07,461.57
13982,17220,2,2024-11-15,357.69
13983,17221,3,2021-12-22,458.13
13984,17223,2,2024-01-03,701.74
13985,17224,1,2025-02-12,1062.98
13986,17225,1,2025-06-22,445.32
13987,17226,3,2023-01-12,684.22
13988,17227,2,2025-05-05,351.96
13989,17228,1,2023-02-10,934.44
13990,17229,2,2024-11-03,431.36
13991,17231,3,2025-05-16,1416.81
13992,17232,3,2024-09-05,350.76
13993,17234,1,2024-12-02,413.95
13994,17235,1,2025-05-30,1060.36
13995,17236,1,2025-04-24,621.72
13996,17237,2,2025-06-01,454.36
13997,17238,1,2025-05-27,571.65
13998,17239,1,2025-02-06,877.01
13999,17240,2,2024-11-11,593.45
14000,17241,3,2024-04-16,3635.77
14001,17242,2,2024-03-06,556.58
14002,17243,1,2024-06-27,773.34
14003,17244,2,2024-10-22,663.1
14004,17245,1,2024-02-12,1714.02
14005,17246,1,2023-12-02,155.31
14006,17248,3,2025-01-01,2510.85
14007,17249,1,2025-01-19,1336.42
14008,17250,3,2025-05-21,1024.79
14009,17251,1,2025-04-28,886.19
14010,17252,3,2025-03-28,1417.6
14011,17253,2,2022-05-17,1379.65
14012,17254,2,2025-03-13,496.28
14013,17257,3,2025-05-03,146.82
14014,17258,1,2025-02-19,779.92
14015,17260,1,2022-11-21,1710.48
14016,17262,1,2025-04-24,1450.9
14017,17264,3,2025-02-27,1585.2
14018,17266,1,2025-03-03,526.13
14019,17267,2,2023-02-24,135.89
14020,17270,1,2025-01-22,1573.51
14021,17271,2,2024-02-16,825.41
14022,17272,1,2025-04-18,662.35
14023,17273,1,2025-01-15,126.5
14024,17274,2,2025-03-10,161.79
14025,17275,1,2024-06-11,468.05
14026,17276,2,2025-02-19,40.72
14027,17277,3,2025-06-08,479.83
14028,17278,2,2024-03-10,1243.91
14029,17279,2,2022-01-01,553.54
14030,17282,3,2025-05-28,67.91
14031,17283,3,2025-01-10,133.6
14032,17284,3,2024-05-28,741.64
14033,17285,2,2024-06-23,759.17
14034,17286,2,2025-04-23,362.96
14035,17287,1,2025-01-21,366.9
14036,17289,2,2025-03-30,323.91
14037,17292,3,2023-09-01,76.01
14038,17293,2,2023-01-09,683.18
14039,17294,2,2022-09-25,833.12
14040,17295,1,2024-09-20,1064.97
14041,17297,2,2024-06-20,368.15
14042,17298,2,2021-11-24,98.07
14043,17299,1,2024-11-28,2078.43
14044,17300,2,2022-07-01,1677.25
14045,17303,2,2024-12-13,327.08
14046,17305,1,2024-07-19,185.3
14047,17306,2,2024-07-17,669.01
14048,17307,1,2025-04-01,226.41
14049,17308,1,2023-07-16,613.38
14050,17309,2,2025-05-12,1672.22
14051,17311,2,2024-11-07,105.68
14052,17312,3,2023-08-21,616.1
14053,17313,1,2025-01-01,483.2
14054,17315,1,2025-06-10,382.53
14055,17316,3,2024-06-27,3206.93
14056,17317,1,2024-10-30,345.28
14057,17318,2,2024-11-24,1021.76
14058,17319,1,2025-06-07,329.07
14059,17320,3,2021-12-25,1089.75
14060,17321,3,2023-12-25,896.32
14061,17322,3,2023-09-04,865.93
14062,17323,1,2025-02-20,276.3
14063,17324,2,2024-01-19,641.38
14064,17325,2,2024-05-02,258.88
14065,17327,2,2023-12-21,699.64
14066,17328,2,2025-06-08,655.16
14067,17329,1,2025-02-19,537.15
14068,17330,3,2024-05-28,273.46
14069,17332,2,2022-04-16,672.42
14070,17333,3,2023-07-10,675.84
14071,17335,2,2022-11-14,699.6
14072,17336,3,2024-11-28,479.68
14073,17337,1,2023-02-10,522.3
14074,17338,2,2022-01-12,798.44
14075,17339,2,2022-03-01,190.62
14076,17340,2,2024-03-17,664.54
14077,17341,2,2025-04-08,617.12
14078,17342,2,2024-09-26,226.98
14079,17343,2,2025-03-02,242.4
14080,17344,3,2024-08-23,355.33
14081,17345,3,2024-08-04,236.25
14082,17346,2,2024-04-01,158.52
14083,17348,3,2025-06-12,33.3
14084,17350,2,2024-10-26,88.3
14085,17351,3,2024-06-25,121.52
14086,17352,2,2025-06-12,369.21
14087,17353,2,2024-10-08,779.36
14088,17354,1,2024-09-23,211.5
14089,17355,1,2025-05-24,531.33
14090,17356,1,2022-09-26,1054.11
14091,17357,3,2022-03-15,1263.2
14092,17358,1,2025-01-05,1266.65
14093,17359,2,2025-01-09,462.04
14094,17360,1,2024-07-13,1140.56
14095,17361,1,2022-01-28,98.55
14096,17362,1,2024-04-23,417.24
14097,17363,1,2025-06-08,53.42
14098,17364,2,2025-03-22,350.17
14099,17365,2,2023-12-25,546.63
14100,17366,2,2025-06-12,459.84
14101,17368,1,2024-06-20,567.32
14102,17370,3,2023-08-15,233.43
14103,17371,1,2024-03-19,659.94
14104,17372,1,2024-09-05,478.75
14105,17374,2,2025-03-26,241.8
14106,17375,3,2024-09-19,440.16
14107,17376,3,2024-01-02,541.85
14108,17377,3,2024-09-30,922.1
14109,17378,2,2024-01-02,1247.27
14110,17379,2,2023-08-31,514.73
14111,17381,3,2024-11-18,327.85
14112,17382,1,2024-06-26,965.71
14113,17383,3,2024-08-28,551.48
14114,17384,3,2024-04-04,924.59
14115,17387,3,2025-01-13,322.63
14116,17389,2,2024-02-06,1407.44
14117,17391,1,2025-05-19,815.25
14118,17393,3,2023-12-06,438.48
14119,17395,2,2025-06-06,1192.1
14120,17397,1,2024-09-11,1417.38
14121,17398,1,2023-12-22,1447.72
14122,17399,1,2024-12-29,347.0
14123,17403,3,2023-07-28,290.76
14124,17404,2,2025-02-26,962.81
14125,17405,3,2025-02-10,268.72
14126,17406,3,2022-12-20,415.7
14127,17408,2,2025-06-24,659.85
14128,17409,1,2025-02-24,937.49
14129,17410,2,2023-03-02,1067.33
14130,17412,3,2025-06-06,239.6
14131,17413,2,2024-10-02,671.92
14132,17414,3,2023-03-19,467.95
14133,17415,2,2023-08-08,550.59
14134,17416,2,2025-01-29,539.34
14135,17417,3,2023-11-17,1201.4
14136,17418,3,2025-06-03,700.3
14137,17419,1,2024-10-20,1624.9
14138,17421,1,2023-05-05,178.64
14139,17422,3,2024-03-02,303.22
14140,17423,3,2024-07-18,225.9
14141,17424,3,2025-04-25,171.76
14142,17425,3,2024-09-08,87.48
14143,17426,3,2024-11-04,1039.13
14144,17428,1,2025-04-19,298.55
14145,17429,3,2024-03-13,1199.67
14146,17430,3,2024-08-23,1172.78
14147,17431,2,2024-08-19,239.48
14148,17432,3,2024-10-15,1023.09
14149,17433,2,2023-07-14,617.75
14150,17434,2,2024-11-02,121.57
14151,17435,2,2025-06-12,228.04
14152,17436,1,2024-08-11,1221.6
14153,17437,3,2024-07-16,94.49
14154,17438,1,2025-06-13,887.32
14155,17439,1,2024-07-30,1808.5
14156,17441,2,2025-02-02,228.8
14157,17442,2,2024-11-17,85.93
14158,17443,1,2025-06-24,171.51
14159,17445,1,2025-06-22,272.04
14160,17446,3,2024-08-02,68.38
14161,17447,3,2024-01-19,103.54
14162,17448,3,2025-05-31,369.57
14163,17449,2,2024-08-04,318.45
14164,17450,1,2024-01-16,161.52
14165,17451,3,2023-10-01,461.04
14166,17452,1,2025-01-28,918.73
14167,17453,3,2022-11-29,307.7
14168,17454,1,2025-06-08,473.05
14169,17455,2,2025-02-10,830.35
14170,17456,3,2025-01-24,921.74
