cod_pedido,cod_cliente,data_pedido,status
14402,995,2024-09-21,Pendente
14403,1135,2023-11-25,Cancelado
14404,20804,2023-03-06,Pago
14405,17107,2021-12-29,Pendente
14406,7355,2021-07-13,Cancelado
14407,15311,2021-10-23,Cancelado
14408,19607,2022-12-24,Pendente
14409,23799,2022-05-02,Pago
14410,4268,2022-10-22,Pendente
14411,649,2024-02-03,Pago
14412,4177,2024-11-17,Cancelado
14413,20369,2024-07-01,Cancelado
14414,22188,2024-04-08,Pendente
14415,156,2023-02-17,Pago
14416,20863,2023-10-01,Pendente
14417,10764,2022-12-01,Pago
14418,17281,2024-08-26,Pago
14419,661,2025-03-17,Pago
14420,3955,2024-04-13,Pago
14421,24808,2022-10-07,Pago
14422,14858,2024-11-19,Pendente
14423,6815,2023-11-26,Cancelado
14424,24708,2022-12-04,Pago
14425,6113,2025-05-11,Pendente
14426,16009,2025-01-24,Pendente
14427,13987,2024-03-13,Pendente
14428,9553,2022-09-09,Pago
14429,600,2024-05-18,Cancelado
14430,24112,2022-12-23,Pago
14431,22417,2023-10-24,Cancelado
14432,4551,2022-05-14,Cancelado
14433,12528,2023-03-06,Pago
14434,6690,2023-09-30,Pendente
14435,14929,2021-11-03,Cancelado
14436,19907,2024-09-22,Pago
14437,22738,2021-10-10,Pago
14438,21803,2022-10-14,Cancelado
14439,14576,2024-01-20,Pago
14440,22651,2023-10-06,Pendente
14441,15175,2021-09-07,Pago
14442,3389,2023-04-14,Cancelado
14443,1824,2023-05-13,Pendente
14444,20743,2022-07-19,Pago
14445,12534,2023-05-04,Cancelado
14446,17178,2023-01-03,Pago
14447,6465,2023-03-08,Cancelado
14448,14442,2022-02-13,Pago
14449,9568,2024-10-14,Pago
14450,5965,2023-09-15,Pendente
14451,9546,2022-11-06,Pendente
14452,4373,2022-12-14,Cancelado
14453,17999,2025-03-19,Pago
14454,24482,2024-12-12,Pendente
14455,14236,2024-09-30,Cancelado
14456,20510,2025-01-24,Pendente
14457,13815,2023-08-26,Pago
14458,5034,2022-12-29,Pendente
14459,19572,2021-08-09,Pendente
14460,18557,2023-08-08,Cancelado
14461,17156,2023-06-19,Pendente
14462,2359,2025-02-19,Pendente
14463,10894,2021-07-20,Pendente
14464,19788,2023-12-29,Pago
14465,4901,2024-04-10,Cancelado
14466,10130,2022-02-15,Cancelado
14467,11733,2024-08-22,Cancelado
14468,15531,2021-10-28,Cancelado
14469,8996,2024-03-18,Pago
14470,22727,2024-04-07,Cancelado
14471,2071,2022-06-25,Pendente
14472,2004,2023-08-26,Pago
14473,6944,2023-12-17,Pendente
14474,3981,2023-10-11,Pago
14475,1053,2022-05-11,Pago
14476,14608,2024-04-24,Pago
14477,5233,2025-02-09,Pendente
14478,9821,2024-06-18,Pendente
14479,13273,2023-01-27,Pago
14480,11335,2022-01-30,Pago
14481,13263,2025-02-11,Pendente
14482,13979,2024-05-06,Cancelado
14483,15751,2023-04-03,Pago
14484,8592,2022-12-18,Pendente
14485,24588,2021-07-22,Pago
14486,19395,2025-03-03,Pago
14487,23915,2024-10-05,Pago
14488,1224,2022-01-22,Pendente
14489,16091,2025-03-13,Pago
14490,13621,2023-02-12,Pago
14491,14376,2025-02-21,Pendente
14492,18790,2023-04-27,Pago
14493,21318,2022-10-19,Pago
14494,15244,2021-08-10,Pago
14495,16699,2022-12-29,Cancelado
14496,19401,2023-06-27,Pendente
14497,9684,2024-03-30,Pendente
14498,12339,2022-01-25,Cancelado
14499,16325,2024-11-26,Pendente
14500,17759,2022-12-09,Pendente
14501,11635,2023-01-25,Pendente
14502,18761,2025-06-01,Cancelado
14503,13923,2023-10-29,Cancelado
14504,16676,2022-06-10,Pago
14505,17095,2023-06-09,Cancelado
14506,12940,2023-01-25,Cancelado
14507,2464,2024-11-26,Pendente
14508,4639,2022-04-16,Pendente
14509,1263,2022-05-29,Pendente
14510,14755,2022-10-21,Cancelado
14511,12906,2025-02-07,Pago
14512,13583,2021-10-13,Pendente
14513,17632,2025-03-28,Pendente
14514,73,2023-12-21,Cancelado
14515,24270,2024-06-25,Pendente
14516,21524,2023-12-02,Pendente
14517,16925,2023-11-27,Pago
14518,9267,2025-04-02,Cancelado
14519,12770,2023-03-18,Pago
14520,21372,2023-07-16,Pendente
14521,24572,2023-09-05,Pendente
14522,16650,2022-06-04,Pendente
14523,20500,2021-10-12,Pendente
14524,4842,2022-09-17,Pendente
14525,4329,2023-12-31,Pago
14526,8361,2023-06-05,Pago
14527,9768,2022-09-01,Pago
14528,20677,2022-09-23,Pendente
14529,4044,2022-02-12,Pago
14530,21257,2023-12-06,Pendente
14531,14606,2024-06-10,Pago
14532,4331,2023-04-28,Cancelado
14533,14871,2021-09-25,Pendente
14534,10998,2021-09-30,Pendente
14535,17043,2024-08-02,Cancelado
14536,11895,2024-07-02,Pago
14537,10858,2022-08-01,Cancelado
14538,22833,2021-11-18,Pendente
14539,15685,2022-01-20,Cancelado
14540,8767,2022-06-05,Pago
14541,7578,2023-05-18,Cancelado
14542,24262,2024-06-22,Pago
14543,5591,2024-12-15,Pago
14544,5042,2021-08-25,Cancelado
14545,12617,2023-06-25,Pago
14546,16403,2024-10-19,Pago
14547,22771,2024-07-15,Cancelado
14548,8609,2023-04-22,Cancelado
14549,11218,2023-07-09,Cancelado
14550,21625,2024-02-05,Cancelado
14551,19200,2023-11-05,Pago
14552,6139,2025-03-05,Cancelado
14553,3413,2024-12-27,Pago
14554,5801,2023-05-15,Cancelado
14555,15912,2023-07-16,Pendente
14556,23687,2022-11-12,Pago
14557,16355,2021-12-20,Pago
14558,11160,2024-08-16,Pago
14559,12532,2024-10-25,Pendente
14560,8888,2023-09-11,Pago
14561,23387,2024-01-23,Cancelado
14562,20692,2023-06-11,Pago
14563,9748,2025-06-22,Cancelado
14564,14490,2025-05-18,Pendente
14565,3903,2022-07-05,Pago
14566,4912,2022-04-23,Pago
14567,16413,2024-10-07,Cancelado
14568,12756,2023-06-30,Pendente
14569,17763,2024-05-19,Cancelado
14570,14912,2023-07-24,Pendente
14571,4773,2024-06-07,Pago
14572,1218,2023-06-04,Pendente
14573,24358,2025-04-22,Pendente
14574,16227,2025-06-01,Pago
14575,6577,2024-12-03,Pago
14576,22828,2023-09-17,Cancelado
14577,7893,2021-11-12,Pendente
14578,489,2025-05-05,Pago
14579,16540,2023-07-13,Pendente
14580,15139,2024-10-18,Pago
14581,22635,2022-07-24,Pago
14582,16105,2023-09-07,Pendente
14583,1915,2025-03-11,Cancelado
14584,24927,2025-01-10,Pendente
14585,24246,2021-10-08,Cancelado
14586,5341,2022-08-20,Pendente
14587,8048,2023-12-16,Pago
14588,795,2024-03-13,Pendente
14589,9840,2023-05-08,Pago
14590,5490,2022-08-09,Cancelado
14591,22436,2022-04-03,Cancelado
14592,11834,2023-04-21,Cancelado
14593,20837,2023-05-08,Cancelado
14594,5567,2022-12-13,Pendente
14595,2164,2024-02-21,Cancelado
14596,13936,2024-09-29,Cancelado
14597,5092,2024-10-16,Pendente
14598,4019,2024-10-13,Pago
14599,23993,2023-12-31,Pago
14600,3593,2023-01-30,Cancelado
14601,5419,2021-08-23,Cancelado
14602,17534,2024-02-03,Pago
14603,13576,2023-05-28,Cancelado
14604,653,2022-04-11,Pendente
14605,11460,2024-11-28,Pendente
14606,1638,2022-02-09,Cancelado
14607,20619,2021-11-28,Cancelado
14608,11239,2022-02-09,Pago
14609,1569,2022-08-27,Pendente
14610,5805,2023-03-21,Cancelado
14611,22436,2024-03-22,Pendente
14612,12152,2025-01-23,Pago
14613,19604,2023-10-29,Pago
14614,750,2025-01-07,Pago
14615,18843,2024-12-13,Pago
14616,23863,2024-02-28,Pago
14617,3350,2024-06-16,Pendente
14618,1482,2021-07-29,Pendente
14619,14755,2021-12-09,Pendente
14620,21398,2024-03-17,Cancelado
14621,3799,2022-07-13,Pendente
14622,12600,2024-02-29,Pendente
14623,3985,2023-12-09,Pago
14624,11187,2022-05-03,Pago
14625,6268,2022-06-20,Pendente
14626,3158,2022-09-07,Pendente
14627,333,2023-01-26,Pago
14628,10966,2024-11-27,Cancelado
14629,18372,2023-06-15,Pago
14630,1822,2024-06-02,Pago
14631,18622,2022-02-28,Pago
14632,8323,2023-08-01,Pago
14633,17569,2023-07-23,Pago
14634,18604,2023-09-17,Pago
14635,16146,2022-07-04,Cancelado
14636,2344,2023-04-19,Pendente
14637,10488,2024-10-27,Pago
14638,16839,2022-09-02,Cancelado
14639,8707,2023-03-21,Cancelado
14640,10686,2024-04-16,Pago
14641,13742,2022-04-28,Pago
14642,20386,2025-04-15,Pendente
14643,18398,2023-03-05,Cancelado
14644,7767,2022-08-25,Cancelado
14645,8126,2023-06-02,Cancelado
14646,12162,2022-06-16,Pago
14647,23032,2023-12-16,Pago
14648,19650,2025-03-16,Pago
14649,20863,2025-03-05,Pago
14650,15990,2022-10-22,Pendente
14651,17754,2023-06-11,Cancelado
14652,9810,2024-03-25,Cancelado
14653,747,2023-05-17,Pendente
14654,19927,2021-11-14,Pago
14655,24677,2022-10-20,Pago
14656,4943,2021-12-27,Pendente
14657,18140,2023-11-02,Pendente
14658,21826,2022-08-14,Cancelado
14659,8740,2024-01-31,Pago
14660,16085,2022-08-24,Pendente
14661,23512,2021-11-27,Pago
14662,3407,2022-12-12,Cancelado
14663,3058,2023-05-08,Pago
14664,16915,2022-01-08,Cancelado
14665,10152,2023-06-05,Pago
14666,4906,2024-09-04,Pago
14667,204,2023-06-06,Cancelado
14668,2723,2024-04-04,Pago
14669,11949,2021-09-17,Pendente
14670,16583,2024-05-12,Pago
14671,8650,2023-07-01,Pendente
14672,17290,2022-12-12,Pendente
14673,22446,2022-03-31,Cancelado
14674,9252,2021-09-24,Pendente
14675,11793,2022-05-27,Cancelado
14676,18612,2022-02-17,Pago
14677,7094,2024-03-15,Pago
14678,15756,2025-04-19,Pago
14679,17548,2025-01-23,Cancelado
14680,10130,2024-08-03,Pago
14681,9801,2023-11-02,Pendente
14682,2352,2023-04-16,Cancelado
14683,19254,2024-01-30,Cancelado
14684,232,2022-10-24,Cancelado
14685,2669,2021-08-31,Pendente
14686,11802,2024-11-07,Cancelado
14687,13062,2022-11-09,Pago
14688,6934,2023-02-04,Pendente
14689,22090,2023-12-23,Pendente
14690,12188,2022-12-01,Cancelado
14691,14204,2021-08-19,Cancelado
14692,18372,2023-02-13,Pendente
14693,17982,2025-06-06,Cancelado
14694,7388,2021-10-23,Cancelado
14695,13755,2023-10-23,Pendente
14696,114,2022-07-18,Cancelado
14697,6245,2021-10-27,Cancelado
14698,22945,2022-06-22,Pendente
14699,16813,2023-09-10,Cancelado
14700,13432,2024-03-27,Pendente
14701,14748,2024-12-04,Pago
14702,20261,2024-08-09,Cancelado
14703,7381,2022-04-13,Pendente
14704,8631,2022-08-29,Pendente
14705,2564,2023-04-04,Pendente
14706,1052,2023-11-08,Cancelado
14707,9453,2023-02-21,Cancelado
14708,21933,2022-03-24,Pago
14709,2646,2023-11-30,Cancelado
14710,17159,2024-12-06,Pago
14711,20768,2022-05-28,Pendente
14712,7515,2025-04-04,Pendente
14713,24863,2022-04-07,Cancelado
14714,15382,2022-09-30,Pendente
14715,15619,2025-02-07,Pago
14716,8882,2022-06-12,Pago
14717,2405,2022-04-22,Pago
14718,12453,2024-11-22,Pendente
14719,999,2024-08-22,Cancelado
14720,8844,2024-01-26,Pendente
14721,15814,2023-02-14,Pendente
14722,20821,2022-10-21,Pendente
14723,2620,2024-12-07,Pago
14724,17964,2022-09-24,Pago
14725,17199,2023-01-19,Pago
14726,13922,2021-12-19,Cancelado
14727,6260,2024-08-25,Pendente
14728,6022,2024-02-26,Cancelado
14729,22989,2021-10-02,Pago
14730,11515,2023-10-13,Pago
14731,10721,2024-06-02,Pendente
14732,22609,2025-04-11,Pago
14733,2345,2024-06-06,Pago
14734,22562,2025-01-23,Pago
14735,23190,2023-12-01,Pago
14736,19589,2021-10-24,Pendente
14737,2323,2025-01-21,Pago
14738,22917,2024-02-29,Pago
14739,20169,2024-04-22,Cancelado
14740,1077,2025-04-18,Pendente
14741,4405,2021-11-22,Cancelado
14742,9488,2023-01-21,Pendente
14743,23345,2025-05-13,Pago
14744,15308,2024-04-27,Cancelado
14745,3849,2024-09-13,Pendente
14746,10119,2024-11-15,Cancelado
14747,7813,2024-09-26,Cancelado
14748,23616,2024-06-08,Pendente
14749,6197,2025-04-11,Cancelado
14750,55,2023-09-27,Cancelado
14751,5640,2021-11-06,Cancelado
14752,20349,2022-11-04,Cancelado
14753,1752,2025-04-06,Cancelado
14754,7522,2022-03-19,Cancelado
14755,14712,2025-04-18,Pendente
14756,20671,2023-05-20,Pago
14757,9725,2024-11-09,Cancelado
14758,16881,2023-04-04,Cancelado
14759,21477,2023-12-08,Cancelado
14760,15120,2022-05-12,Cancelado
14761,21656,2025-04-17,Pago
14762,19242,2023-02-28,Cancelado
14763,13310,2021-09-24,Cancelado
14764,11948,2023-12-20,Cancelado
14765,11588,2024-01-01,Cancelado
14766,15185,2025-04-21,Pago
14767,13356,2025-05-25,Pago
14768,24384,2023-02-11,Pendente
14769,6802,2023-09-22,Cancelado
14770,14908,2025-01-25,Cancelado
14771,14361,2021-11-20,Pendente
14772,21593,2025-02-07,Pendente
14773,19324,2025-03-01,Pago
14774,2204,2022-09-15,Pago
14775,18025,2024-01-24,Cancelado
14776,4833,2022-03-20,Pendente
14777,12770,2022-04-05,Cancelado
14778,12681,2021-08-20,Pago
14779,17677,2021-11-26,Pendente
14780,88,2022-12-03,Pendente
14781,7114,2024-04-06,Pago
14782,5153,2022-09-06,Pendente
14783,320,2022-07-01,Cancelado
14784,15358,2022-10-16,Pago
14785,3111,2024-06-01,Pago
14786,3085,2022-12-03,Cancelado
14787,23372,2023-01-25,Pendente
14788,21448,2024-04-28,Pago
14789,8408,2025-05-01,Cancelado
14790,3455,2025-05-25,Cancelado
14791,2911,2022-04-23,Cancelado
14792,4232,2022-04-04,Pago
14793,17984,2023-07-25,Pago
14794,14307,2021-10-17,Pendente
14795,12872,2024-04-25,Pago
14796,17696,2024-03-22,Cancelado
14797,4061,2022-05-29,Cancelado
14798,21717,2024-12-27,Cancelado
14799,10880,2022-09-26,Pendente
14800,15,2024-08-08,Pago
14801,2721,2023-06-11,Pago
14802,13823,2023-08-02,Cancelado
14803,5598,2024-04-21,Pago
14804,5118,2024-09-23,Pendente
14805,9711,2023-01-31,Pendente
14806,9698,2024-03-28,Pago
14807,18534,2025-05-21,Pendente
14808,9445,2023-07-07,Cancelado
14809,17613,2022-11-10,Pendente
14810,23132,2025-06-15,Cancelado
14811,12707,2025-03-27,Pendente
14812,21916,2023-04-29,Cancelado
14813,887,2025-04-04,Pago
14814,338,2021-10-07,Cancelado
14815,12067,2021-10-22,Cancelado
14816,10520,2022-06-18,Cancelado
14817,5620,2022-05-21,Pendente
14818,16306,2021-11-04,Pago
14819,11398,2021-10-14,Pendente
14820,12537,2024-08-22,Pago
14821,8810,2023-09-02,Pago
14822,6467,2023-09-11,Cancelado
14823,8436,2021-08-17,Cancelado
14824,23273,2023-11-01,Pendente
14825,4517,2022-11-25,Pendente
14826,7687,2021-12-25,Cancelado
14827,23368,2022-10-18,Pago
14828,17118,2024-07-14,Cancelado
14829,17461,2021-09-02,Pago
14830,11215,2024-11-18,Cancelado
14831,3907,2024-05-13,Cancelado
14832,7515,2022-12-09,Pago
14833,20232,2024-02-01,Pendente
14834,14493,2022-12-06,Pendente
14835,7284,2024-11-01,Cancelado
14836,2569,2023-07-23,Pendente
14837,14033,2025-04-30,Pendente
14838,12745,2021-07-08,Pago
14839,2374,2025-03-05,Pago
14840,22770,2021-07-17,Pago
14841,21684,2022-01-12,Cancelado
14842,20249,2024-07-27,Cancelado
14843,14177,2023-02-08,Pendente
14844,3808,2024-07-12,Pendente
14845,8805,2021-06-27,Cancelado
14846,6918,2025-03-23,Pago
14847,5286,2023-12-11,Pago
14848,13018,2024-02-03,Pago
14849,14859,2025-05-05,Cancelado
14850,33,2022-07-14,Cancelado
14851,24228,2024-02-07,Pendente
14852,4039,2021-08-10,Cancelado
14853,13173,2023-09-02,Pago
14854,2438,2024-07-06,Pago
14855,1259,2021-12-07,Pago
14856,13071,2023-08-27,Cancelado
14857,14993,2023-07-17,Pago
14858,7491,2025-04-23,Cancelado
14859,10865,2022-10-10,Pago
14860,16998,2021-11-07,Cancelado
14861,4224,2021-07-21,Pendente
14862,15612,2024-07-20,Pendente
14863,12471,2023-04-12,Pendente
14864,16512,2022-01-31,Pendente
14865,20279,2021-11-17,Cancelado
14866,1437,2024-10-26,Pago
14867,17276,2025-06-20,Pendente
14868,20926,2024-10-20,Cancelado
14869,24510,2023-04-16,Cancelado
14870,10402,2021-12-14,Pendente
14871,12902,2023-07-03,Pendente
14872,10654,2024-09-24,Cancelado
14873,17282,2022-04-21,Cancelado
14874,1188,2024-10-05,Cancelado
14875,13664,2022-03-20,Cancelado
14876,22579,2021-08-29,Pendente
14877,3824,2024-10-14,Pendente
14878,19163,2022-02-07,Cancelado
14879,23611,2024-03-10,Cancelado
14880,24206,2024-07-31,Cancelado
14881,7909,2024-04-05,Pago
14882,8721,2022-02-03,Pendente
14883,491,2022-12-10,Cancelado
14884,24537,2025-05-28,Cancelado
14885,6584,2022-06-10,Cancelado
14886,22307,2024-10-13,Pendente
14887,4528,2024-01-27,Pendente
14888,9855,2021-09-04,Pendente
14889,7423,2022-07-08,Pago
14890,211,2021-10-20,Pago
14891,8003,2022-07-10,Cancelado
14892,24737,2022-10-02,Pendente
14893,8882,2023-09-01,Cancelado
14894,19801,2022-12-21,Pendente
14895,2615,2025-03-21,Cancelado
14896,18991,2024-07-27,Pendente
14897,9974,2023-04-09,Cancelado
14898,11692,2024-12-13,Pendente
14899,15970,2021-06-26,Pendente
14900,5879,2024-08-21,Pago
14901,13014,2024-11-16,Pendente
14902,19446,2021-11-14,Pendente
14903,24017,2022-01-06,Pago
14904,4220,2022-09-18,Pendente
14905,15439,2024-04-03,Pago
14906,19643,2025-04-04,Cancelado
14907,16055,2024-07-23,Pago
14908,23414,2021-10-06,Cancelado
14909,7490,2022-07-29,Pago
14910,2388,2024-06-29,Cancelado
14911,15955,2024-10-21,Cancelado
14912,10517,2023-10-09,Pendente
14913,12877,2023-03-28,Pago
14914,22934,2024-02-25,Pago
14915,1925,2025-01-20,Pago
14916,12883,2025-05-08,Pago
14917,1566,2023-03-16,Pendente
14918,7622,2024-12-07,Pago
14919,13909,2021-09-26,Cancelado
14920,15235,2024-03-21,Cancelado
14921,14115,2023-05-15,Cancelado
14922,23261,2022-07-11,Cancelado
14923,5736,2023-08-25,Pendente
14924,23668,2025-06-25,Cancelado
14925,21188,2021-10-19,Pago
14926,6715,2023-01-14,Cancelado
14927,14020,2023-07-11,Cancelado
14928,2351,2022-09-09,Cancelado
14929,16791,2025-02-02,Cancelado
14930,750,2023-12-08,Pendente
14931,7833,2022-03-03,Pago
14932,7721,2024-04-05,Pendente
14933,13466,2021-07-07,Cancelado
14934,18750,2022-06-26,Pago
14935,6967,2022-08-08,Pago
14936,18946,2023-01-27,Pendente
14937,9557,2022-02-13,Pendente
14938,13783,2022-06-30,Cancelado
14939,22479,2024-09-17,Pago
14940,23876,2023-01-12,Cancelado
14941,16269,2022-08-08,Pendente
14942,6281,2025-05-15,Cancelado
14943,6224,2025-04-03,Cancelado
14944,23702,2022-04-06,Cancelado
14945,2314,2025-04-04,Pendente
14946,92,2024-09-06,Pago
14947,19137,2021-07-01,Pago
14948,7192,2023-03-21,Pendente
14949,17079,2022-10-01,Pago
14950,17937,2024-09-19,Cancelado
14951,3639,2023-10-27,Pendente
14952,19748,2021-12-13,Pago
14953,11716,2023-06-18,Cancelado
14954,19005,2022-12-25,Pendente
14955,6681,2022-10-29,Pendente
14956,16139,2023-04-27,Pendente
14957,21527,2022-11-21,Pendente
14958,13686,2024-09-26,Pendente
14959,62,2024-12-07,Cancelado
14960,22623,2023-01-22,Pendente
14961,9040,2022-09-01,Pago
14962,6415,2021-07-07,Cancelado
14963,14736,2022-11-21,Pendente
14964,5625,2022-10-11,Cancelado
14965,4369,2024-03-07,Pago
14966,11918,2024-12-14,Cancelado
14967,15159,2025-03-24,Pendente
14968,9231,2023-04-21,Cancelado
14969,9626,2022-07-23,Pago
14970,2956,2025-01-27,Cancelado
14971,13341,2022-06-20,Pendente
14972,9669,2022-07-24,Cancelado
14973,790,2021-08-25,Pago
14974,7354,2022-04-20,Pendente
14975,11609,2023-11-13,Cancelado
14976,22415,2025-06-07,Cancelado
14977,18870,2023-07-21,Pago
14978,5534,2022-03-27,Cancelado
14979,23862,2024-04-30,Pago
14980,1559,2023-04-09,Pendente
14981,9536,2024-09-26,Pago
14982,6416,2023-05-31,Pendente
14983,1894,2022-05-19,Cancelado
14984,8715,2024-04-24,Pendente
14985,2823,2024-08-28,Pendente
14986,24395,2024-07-20,Cancelado
14987,3476,2022-04-30,Cancelado
14988,10317,2025-02-09,Cancelado
14989,11420,2023-03-23,Cancelado
14990,21843,2023-08-01,Cancelado
14991,21069,2022-03-16,Pago
14992,14394,2022-04-20,Pendente
14993,6221,2024-04-24,Pendente
14994,8179,2024-03-18,Pago
14995,10888,2021-12-02,Pago
14996,9365,2022-07-01,Pendente
14997,12589,2025-06-05,Pago
14998,94,2022-02-16,Pendente
14999,23674,2023-10-07,Pendente
15000,6177,2022-06-10,Pendente
15001,17743,2021-10-16,Cancelado
15002,21689,2023-02-19,Pendente
15003,5841,2021-09-21,Cancelado
15004,12919,2024-02-06,Pago
15005,7395,2024-02-07,Cancelado
15006,18828,2023-02-21,Cancelado
15007,20810,2024-11-16,Pendente
15008,3529,2022-01-16,Cancelado
15009,5955,2025-06-03,Pago
15010,17114,2021-10-28,Cancelado
15011,5593,2024-12-26,Pendente
15012,6264,2021-12-06,Cancelado
15013,56,2025-01-29,Cancelado
15014,16703,2024-02-16,Pendente
15015,14896,2025-03-28,Cancelado
15016,9932,2022-03-19,Pendente
15017,1739,2023-09-14,Cancelado
15018,3460,2024-07-04,Pago
15019,19374,2025-06-11,Pendente
15020,18366,2023-06-19,Pago
15021,17220,2022-12-18,Cancelado
15022,7873,2022-02-09,Pago
15023,21631,2023-04-24,Pago
15024,19997,2024-03-08,Pago
15025,13493,2024-02-18,Cancelado
15026,3806,2024-10-16,Pago
15027,17285,2021-07-24,Pendente
15028,13716,2023-08-18,Cancelado
15029,15728,2022-03-22,Pago
15030,22398,2024-10-06,Cancelado
15031,16224,2025-04-06,Pendente
15032,4261,2024-09-18,Pendente
15033,1086,2024-03-12,Pendente
15034,2618,2022-04-16,Pago
15035,12960,2021-12-02,Cancelado
15036,10002,2024-12-18,Pago
15037,14315,2024-08-05,Pago
15038,10402,2024-11-18,Cancelado
15039,3202,2023-04-22,Cancelado
15040,6284,2021-09-16,Pago
15041,15276,2023-10-24,Cancelado
15042,9569,2024-01-19,Pago
15043,24486,2023-02-05,Pendente
15044,2819,2025-02-27,Pago
15045,121,2023-12-19,Pendente
15046,23530,2025-06-06,Cancelado
15047,4152,2024-06-16,Pago
15048,15101,2023-01-31,Pago
15049,11958,2024-01-06,Cancelado
15050,20691,2024-11-23,Pendente
15051,21173,2023-06-24,Cancelado
15052,8268,2022-10-16,Pendente
15053,17364,2022-11-04,Pago
15054,3712,2023-12-18,Pago
15055,21640,2023-12-08,Cancelado
15056,18077,2025-06-16,Pago
15057,19636,2024-09-16,Pendente
15058,22330,2021-08-09,Pendente
15059,11748,2025-02-08,Pendente
15060,20824,2023-11-01,Pago
15061,11737,2024-01-29,Cancelado
15062,4222,2022-06-01,Pendente
15063,9745,2024-11-01,Pendente
15064,18425,2022-09-18,Cancelado
15065,24792,2023-12-29,Pago
15066,17411,2022-07-23,Cancelado
15067,24835,2021-12-02,Pendente
15068,8416,2022-10-05,Pago
15069,18164,2022-10-17,Pago
15070,10936,2021-07-25,Cancelado
15071,12811,2021-10-13,Cancelado
15072,17822,2024-12-15,Cancelado
15073,10842,2023-04-25,Pendente
15074,7071,2023-03-03,Pago
15075,12141,2023-02-25,Cancelado
15076,2034,2024-08-20,Pago
15077,7820,2023-06-07,Pago
15078,21723,2023-10-26,Pendente
15079,23109,2023-10-30,Pendente
15080,22166,2023-11-14,Pago
15081,11962,2022-04-22,Cancelado
15082,17948,2021-10-06,Pago
15083,23163,2024-05-20,Pendente
15084,16680,2024-03-10,Pago
15085,12017,2023-12-30,Pendente
15086,14751,2022-05-31,Pago
15087,6298,2024-04-23,Pago
15088,14949,2024-08-28,Cancelado
15089,14670,2024-06-12,Pendente
15090,14142,2024-09-14,Pendente
15091,4825,2024-01-26,Pendente
15092,4441,2024-02-12,Pendente
15093,13057,2022-06-19,Pendente
15094,12015,2024-05-30,Pendente
15095,10944,2022-06-26,Cancelado
15096,24283,2024-12-25,Pago
15097,12207,2021-08-12,Cancelado
15098,13081,2024-02-22,Cancelado
15099,23750,2023-11-15,Pago
15100,17434,2021-10-11,Pendente
15101,18387,2023-12-03,Pendente
15102,4383,2025-06-17,Cancelado
15103,22926,2024-09-18,Pendente
15104,18479,2022-04-17,Pago
15105,15969,2021-11-02,Pendente
15106,20957,2022-01-01,Pago
15107,11739,2024-05-26,Pago
15108,9264,2023-09-07,Cancelado
15109,8860,2023-04-10,Pendente
15110,6868,2024-11-29,Cancelado
15111,15156,2021-09-24,Pago
15112,18847,2024-04-27,Pendente
15113,22871,2024-10-08,Cancelado
15114,4275,2024-03-24,Cancelado
15115,16615,2024-10-20,Pendente
15116,6576,2021-07-01,Cancelado
15117,12786,2022-11-08,Pendente
15118,20744,2025-04-10,Cancelado
15119,12240,2024-08-30,Cancelado
15120,10969,2022-03-18,Pendente
15121,6904,2024-10-13,Pago
15122,23931,2024-05-04,Cancelado
15123,11209,2021-07-24,Pago
15124,8426,2023-04-30,Pago
15125,23587,2021-12-26,Pago
15126,8419,2023-07-09,Pago
15127,17312,2021-10-26,Cancelado
15128,8704,2023-07-01,Pago
15129,8967,2023-07-04,Pago
15130,17008,2021-10-25,Pendente
15131,4741,2023-11-29,Pendente
15132,5270,2023-07-17,Pendente
15133,24487,2022-06-10,Pendente
15134,8135,2024-01-29,Pendente
15135,13006,2023-10-23,Pendente
15136,14463,2023-05-12,Cancelado
15137,5564,2022-08-05,Pago
15138,20275,2021-10-31,Pago
15139,2286,2021-08-03,Pago
15140,23153,2022-06-16,Pago
15141,14093,2022-04-04,Cancelado
15142,21937,2023-07-25,Cancelado
15143,13180,2025-01-08,Pendente
15144,10141,2024-10-24,Pendente
15145,1546,2023-10-07,Cancelado
15146,15998,2021-09-14,Pendente
15147,11816,2022-08-17,Cancelado
15148,21740,2023-10-19,Pendente
15149,9519,2023-10-17,Pendente
15150,10588,2024-09-26,Pendente
15151,4639,2024-02-29,Pendente
15152,8724,2022-04-30,Cancelado
15153,20456,2021-09-20,Cancelado
15154,17332,2024-11-09,Pago
15155,2886,2022-08-05,Cancelado
15156,17303,2024-06-04,Pendente
15157,18130,2022-12-28,Pendente
15158,22374,2023-12-15,Pendente
15159,3404,2021-11-16,Cancelado
15160,22211,2023-11-10,Pago
15161,12515,2025-03-24,Pendente
15162,16629,2023-03-09,Pago
15163,2688,2023-08-17,Pago
15164,14457,2024-08-20,Cancelado
15165,175,2024-11-23,Pendente
15166,16480,2025-05-29,Pago
15167,23468,2024-11-20,Cancelado
15168,9067,2024-04-23,Cancelado
15169,18386,2025-03-13,Cancelado
15170,8633,2025-02-13,Cancelado
15171,3052,2023-06-28,Pago
15172,5551,2022-08-02,Pago
15173,303,2025-01-11,Pendente
15174,6651,2023-10-27,Pago
15175,22855,2023-01-24,Pago
15176,19377,2023-10-14,Pago
15177,7706,2024-01-18,Pago
15178,1113,2022-08-16,Cancelado
15179,21151,2022-04-01,Pendente
