cod_item,cod_pedido,cod_livro,quantidade,preco_unitario
19907,7778,17895,4,135.33
19908,4305,22772,4,140.72
19909,10328,7612,5,178.36
19910,19580,7436,2,58.65
19911,8077,20864,4,30.77
19912,12930,18882,3,81.7
19913,14922,1923,5,82.12
19914,11113,21694,3,167.33
19915,6056,29177,5,50.94
19916,24432,7671,2,84.34
19917,11075,29042,1,117.53
19918,6209,1806,4,63.99
19919,6332,13903,1,39.05
19920,3116,25433,1,57.16
19921,26008,10890,5,143.08
19922,27480,21975,2,147.36
19923,25702,28997,5,38.81
19924,11738,8976,5,94.1
19925,13971,24297,4,78.6
19926,21969,4292,4,82.75
19927,7207,28018,3,106.71
19928,6689,19735,5,108.42
19929,20600,27887,1,30.48
19930,14862,14556,5,87.79
19931,12910,22195,2,69.63
19932,26600,10242,2,160.05
19933,6857,2298,4,127.36
19934,15737,7465,5,75.57
19935,11092,20987,4,83.69
19936,193,28474,5,141.12
19937,688,19682,3,158.58
19938,1915,11650,2,140.37
19939,29114,25816,1,25.93
19940,941,9005,4,129.09
19941,9022,4874,3,166.18
19942,16759,25439,2,32.26
19943,6485,17282,2,54.15
19944,16589,18802,1,72.25
19945,19921,23786,1,133.95
19946,21455,19313,1,142.92
19947,23351,11971,4,71.76
19948,13979,11765,4,69.25
19949,10975,25509,5,50.16
19950,26761,4644,4,103.87
19951,11888,16656,4,122.02
19952,23341,29786,1,69.31
19953,4410,4940,2,115.23
19954,13204,23082,2,141.87
19955,13590,15957,2,137.99
19956,12904,1219,1,27.19
19957,6869,19821,4,73.36
19958,21196,1410,2,143.9
19959,8331,28537,3,117.52
19960,24388,20821,4,58.57
19961,20566,14714,5,65.29
19962,17900,16234,5,57.11
19963,1903,26806,3,71.23
19964,1178,24769,1,123.2
19965,27347,10763,1,119.32
19966,4302,19006,5,27.28
19967,3967,22751,1,157.06
19968,26107,4140,4,162.77
19969,20118,7870,1,83.98
19970,12225,8276,1,74.02
19971,2985,612,4,130.48
19972,5117,28466,1,159.33
19973,672,6689,5,151.0
19974,14667,3218,4,54.5
19975,28188,29271,3,72.8
19976,339,23589,2,166.67
19977,15504,27628,1,32.55
19978,14987,5327,3,58.14
19979,8481,11620,4,45.01
19980,15261,1382,5,69.08
19981,15738,28121,3,118.21
19982,18042,5255,3,133.23
19983,9342,10446,3,156.35
19984,20094,5805,2,139.3
19985,20066,8642,5,161.91
19986,26460,14828,1,126.49
19987,11331,23346,5,157.56
19988,11946,8265,5,111.05
19989,27847,19445,5,169.84
19990,2532,24024,2,95.04
19991,15739,11524,4,124.68
19992,25962,25172,3,125.57
19993,10284,9898,3,158.14
19994,21144,9090,4,177.34
19995,26196,18659,2,106.25
19996,29204,2507,2,76.33
19997,12196,26614,5,109.0
19998,18206,13710,1,174.11
19999,27166,18058,2,179.27
20000,11070,25811,5,145.74
20001,13518,16545,3,106.21
20002,19719,4989,5,132.36
20003,16536,11095,1,89.61
20004,25736,12639,3,46.31
20005,16888,5647,4,77.31
20006,16278,21209,5,128.34
20007,8618,15997,4,179.93
20008,4029,28496,2,170.8
20009,27130,19759,2,78.16
20010,1133,13800,5,39.03
20011,2684,18858,3,98.65
20012,5959,2516,5,54.74
20013,6969,7568,3,52.85
20014,22225,13242,1,122.44
20015,19194,958,4,154.9
20016,9195,15137,5,75.4
20017,3966,24770,3,56.15
20018,18349,14801,5,85.65
20019,24048,17299,3,177.48
20020,27522,26610,4,43.46
20021,26601,24641,4,174.94
20022,29809,5208,1,126.09
20023,25423,23030,3,33.4
20024,4216,11404,1,142.83
20025,10412,11999,1,110.6
20026,4362,15910,4,62.39
20027,28569,25080,1,85.09
20028,26288,15018,2,150.19
20029,1928,7712,5,169.81
20030,1101,18521,1,96.8
20031,11743,5835,3,163.56
20032,28306,17790,1,79.71
20033,440,11699,4,93.84
20034,19785,23999,5,144.71
20035,23169,16675,1,55.61
20036,23521,13184,4,157.61
20037,17532,26398,5,52.09
20038,5439,15438,2,124.98
20039,19715,17225,3,63.32
20040,7721,23286,2,76.6
20041,4338,11827,5,47.73
20042,26517,17845,3,166.93
20043,4375,3055,3,94.55
20044,27494,21497,4,35.57
20045,15908,23997,1,25.45
20046,1626,9875,2,102.78
20047,84,27563,3,108.24
20048,10995,9135,2,35.26
20049,7476,5669,2,32.69
20050,9847,23883,3,118.38
20051,24229,15002,4,141.63
20052,1982,6553,5,96.8
20053,24650,1105,2,94.25
20054,28777,6194,3,26.44
20055,1714,5343,2,172.59
20056,6103,104,5,38.43
20057,3384,6843,2,68.2
20058,14695,21332,3,110.88
20059,4682,25227,5,102.59
20060,12786,13975,1,138.35
20061,1435,15491,4,50.04
20062,9291,21498,2,72.37
20063,11291,18739,4,134.75
20064,20895,7360,5,154.37
20065,28713,8064,5,70.39
20066,17625,19070,5,43.12
20067,10017,3704,3,160.45
20068,1207,29895,5,123.93
20069,22980,2388,3,108.91
20070,27524,24740,5,133.9
20071,8139,26401,1,137.42
20072,13309,27569,4,89.48
20073,308,3757,4,127.69
20074,28484,23902,4,124.23
20075,25167,23500,1,178.39
20076,3206,17059,2,165.17
20077,7054,21105,2,67.06
20078,11486,28988,3,86.13
20079,2115,6960,1,112.61
20080,6923,19939,3,166.82
20081,19055,20624,1,33.44
20082,1236,10366,4,87.29
20083,8666,4080,3,52.46
20084,27247,12316,4,72.64
20085,16215,14178,4,99.58
20086,4136,17187,1,67.05
20087,10462,7198,3,163.42
20088,2136,29646,5,48.75
20089,28227,17325,5,26.04
20090,5130,26897,4,70.89
20091,10666,28136,4,114.99
20092,12087,24856,5,38.47
20093,6337,19352,3,146.13
20094,25936,4646,1,99.78
20095,24583,26276,1,68.69
20096,22938,3297,4,29.44
20097,18751,25472,3,123.21
20098,5577,28957,1,91.68
20099,23736,21418,1,133.78
20100,23575,16120,5,73.02
20101,11759,9456,5,109.96
20102,15138,26826,5,174.43
20103,17600,14922,3,41.58
20104,1589,4230,5,92.75
20105,23642,27180,3,79.63
20106,25226,23508,2,131.43
20107,19144,23673,1,47.4
20108,18504,24219,5,87.11
20109,4710,16619,1,169.16
20110,24317,9048,4,130.7
20111,12456,2993,4,85.93
20112,17763,7584,1,177.45
20113,11313,8945,5,146.74
20114,15768,18552,1,141.43
20115,22697,21258,4,38.57
20116,17576,25832,2,103.54
20117,6549,7576,1,40.29
20118,23628,3531,2,72.34
20119,23449,5669,3,151.32
20120,10249,22761,5,152.48
20121,14585,27471,1,137.44
20122,7284,2674,4,97.82
20123,10109,5501,3,110.22
20124,6118,22854,3,78.1
20125,1943,22033,3,142.02
20126,11415,7406,1,178.8
20127,2532,25932,2,58.07
20128,27420,16457,4,86.79
20129,11386,25487,4,62.89
20130,20051,2423,3,177.52
20131,6843,28795,2,108.42
20132,3387,19493,3,31.52
20133,17036,123,2,177.19
20134,25476,11369,3,46.74
20135,22943,18826,3,39.12
20136,22523,12327,1,102.2
20137,5325,1474,4,169.24
20138,1205,29366,2,65.97
20139,4936,27312,5,80.4
20140,19371,3931,2,160.83
20141,24089,17253,4,89.53
20142,29197,22710,2,29.09
20143,13919,1831,1,46.57
20144,20266,7619,3,45.06
20145,21661,28184,2,51.44
20146,8089,23164,4,69.39
20147,15056,17555,1,48.56
20148,910,12674,5,33.78
20149,2996,15873,4,35.13
20150,14870,6403,1,162.61
20151,13547,15595,3,175.5
20152,22376,28312,4,60.15
20153,21129,4493,5,138.35
20154,20084,28153,4,102.74
20155,23058,24176,5,166.9
20156,21037,24758,5,87.19
20157,16518,19504,1,135.63
20158,22729,15285,4,160.24
20159,2090,3113,5,158.64
20160,15242,9857,2,68.54
20161,5770,28573,2,53.16
20162,12253,1270,2,125.02
20163,6089,311,2,28.24
20164,28538,29064,5,91.75
20165,27844,23565,4,53.89
20166,84,22314,2,162.7
20167,19766,9293,1,69.19
20168,1423,24356,2,31.5
20169,11887,19983,4,58.99
20170,1862,1584,3,55.55
20171,23298,23833,4,130.04
20172,3993,4948,5,166.53
20173,8132,26892,4,172.8
20174,26059,24606,5,148.58
20175,27514,28944,2,69.81
20176,554,26543,4,129.42
20177,10745,23004,4,96.62
20178,26645,12025,4,142.31
20179,14832,7975,4,149.33
20180,3240,29952,4,126.41
20181,15640,5295,1,68.87
20182,25449,17855,5,43.48
20183,5497,18246,3,51.57
20184,29541,15280,5,77.05
20185,8805,20894,5,77.08
20186,24799,16684,4,50.51
20187,12599,26071,4,81.75
20188,24114,26110,3,176.7
20189,28001,26100,3,134.02
20190,1743,13919,4,121.52
20191,6614,13211,5,169.78
20192,1452,15522,4,130.1
20193,23165,29059,5,117.61
20194,6028,18535,4,161.67
20195,3280,5785,1,175.93
20196,15548,23104,2,50.55
20197,1618,20076,5,128.7
20198,6709,6270,2,75.5
20199,10104,4261,3,62.68
20200,11987,7218,4,162.26
20201,3497,8004,5,76.2
20202,26182,13112,2,123.54
20203,2322,23055,2,149.56
20204,6195,7032,5,159.27
20205,28861,20841,1,86.62
20206,13447,25399,3,96.58
20207,4120,7173,5,89.85
20208,25875,14443,1,59.94
20209,14543,4943,3,94.87
20210,29499,1261,2,95.37
20211,18797,27625,5,52.6
20212,18088,1810,3,42.69
20213,20182,16946,3,156.25
20214,14551,14078,3,51.58
20215,1545,14685,4,64.77
20216,23087,23284,5,139.87
20217,18431,1542,2,25.48
20218,17199,15802,5,100.52
20219,27258,17910,5,159.23
20220,15703,774,5,115.44
20221,25875,6046,3,129.92
20222,3907,24942,1,135.21
20223,12523,9822,5,90.08
20224,28197,19440,3,118.79
20225,15582,29806,2,174.74
20226,6881,14931,5,37.77
20227,11913,27772,1,47.39
20228,27243,18870,5,76.04
20229,7357,23609,3,29.73
20230,17049,15600,1,56.3
20231,9956,15775,2,95.88
20232,8263,6567,3,119.51
20233,3436,21160,5,179.47
20234,9301,6807,3,68.92
20235,2998,16815,4,36.82
20236,12626,23652,5,165.23
20237,15743,25709,4,86.8
20238,25773,4498,1,110.87
20239,19047,80,5,140.39
20240,13618,27587,3,135.72
20241,8799,18500,1,58.43
20242,1955,20578,4,137.17
20243,11589,7558,1,64.72
20244,5663,19595,5,37.03
20245,24281,15005,5,29.46
20246,6242,12543,5,139.2
20247,20656,28409,4,121.77
20248,10950,3444,5,111.43
20249,8926,20549,3,64.32
20250,23353,7770,1,131.44
20251,29357,3862,2,166.82
20252,25594,20111,3,148.93
20253,15249,23606,1,71.07
20254,11959,2876,2,160.08
20255,28004,498,4,116.75
20256,2009,12768,2,49.83
20257,19826,24268,2,88.37
20258,16857,21660,4,125.3
20259,22944,10831,3,64.01
20260,10534,14593,2,146.85
20261,2839,215,3,144.58
20262,8615,13971,2,48.43
20263,13158,18036,3,82.15
20264,21563,1109,3,178.66
20265,407,20872,2,160.73
20266,19484,22634,2,95.56
20267,14209,14038,2,113.09
20268,20188,26199,2,108.51
20269,28485,20883,2,68.77
20270,21570,28692,2,100.53
20271,27118,23537,3,141.1
20272,10489,6935,2,85.66
20273,17609,23763,5,81.19
20274,9535,3250,5,47.66
20275,3875,3673,3,40.2
20276,23749,755,4,83.13
20277,2223,20761,1,169.33
20278,1752,21603,2,79.14
20279,2147,13177,3,70.04
20280,23009,10766,2,44.38
20281,2380,2491,4,176.14
20282,18375,24008,4,112.54
20283,1380,20712,4,164.24
20284,25137,6979,2,150.27
20285,11814,785,5,120.43
20286,20697,11269,2,102.13
20287,15114,18443,2,82.88
20288,22441,6070,1,102.37
20289,11450,3342,4,176.09
20290,9615,22296,4,101.36
20291,8139,28588,4,136.92
20292,8954,18113,4,104.25
20293,11831,7065,5,143.11
20294,28596,14809,1,122.15
20295,19183,11087,2,103.45
20296,4611,16990,3,164.66
20297,20280,22125,3,174.27
20298,28811,21284,3,54.37
20299,14073,9703,2,155.12
20300,1061,13958,1,133.23
20301,23382,25803,1,108.64
20302,11621,14549,2,112.83
20303,17553,20387,5,122.11
20304,23930,27929,2,161.33
20305,19138,1176,4,63.75
20306,15764,20359,5,106.01
20307,1837,26931,1,153.21
20308,25890,25992,1,132.5
20309,6307,8523,4,92.96
20310,16543,18003,2,61.07
20311,15442,24043,4,116.11
20312,1206,28993,2,25.6
20313,22784,13916,4,159.08
20314,1607,24554,5,56.0
20315,12596,3797,3,66.48
20316,14522,10373,5,54.11
20317,21139,1134,5,179.66
20318,29295,20347,3,66.54
20319,11143,20373,2,159.53
20320,16013,7500,3,58.37
20321,10139,14944,2,159.27
20322,4045,5886,4,88.31
20323,29778,14377,3,93.07
20324,4473,888,3,122.29
20325,11739,28448,1,132.08
20326,6790,24789,2,95.51
20327,15529,23174,5,125.12
20328,667,5396,5,161.26
20329,20257,17788,5,109.84
20330,725,11832,5,94.09
20331,7115,26237,3,159.57
20332,8253,12389,5,122.92
20333,8161,10409,5,175.97
20334,29674,13963,2,144.9
20335,18254,21623,1,135.61
20336,11894,20234,2,43.03
20337,14522,24511,2,100.29
20338,28105,1347,3,140.93
20339,1897,591,4,151.55
20340,14704,3184,5,50.44
20341,24133,16676,5,97.24
20342,15617,18639,1,128.13
20343,23523,17969,3,177.12
20344,23295,12126,2,54.67
20345,13832,18969,5,140.66
20346,10870,1133,5,39.3
20347,4544,3562,5,32.11
20348,8376,18106,1,120.79
20349,9487,5454,1,123.64
20350,15313,13097,5,98.79
20351,28059,17315,1,84.14
20352,17766,23079,5,93.92
20353,1457,12981,3,48.0
20354,26224,27237,5,47.22
20355,16535,10080,2,37.12
20356,11125,20739,4,40.23
20357,5702,701,5,106.19
20358,5367,22900,5,137.25
20359,24428,27617,4,122.45
20360,12566,27753,2,54.85
20361,22429,5931,4,74.8
20362,25159,27251,3,160.25
20363,24966,20268,4,155.77
20364,8335,17999,2,78.59
20365,4244,12745,1,50.52
20366,27608,14404,1,49.21
20367,10841,12159,2,70.57
20368,16746,16121,2,113.39
20369,9093,10216,1,111.98
20370,20693,28920,3,60.02
20371,8223,13053,2,81.65
20372,14537,16702,2,113.42
20373,1097,20425,1,170.51
20374,21271,23507,3,162.4
20375,29226,11947,2,44.94
20376,7875,21962,2,110.76
20377,9743,15325,5,150.96
20378,16559,10991,5,57.49
20379,8416,19723,1,157.19
20380,27306,29436,3,158.76
20381,23471,21770,3,137.56
20382,4869,17218,1,111.13
20383,16455,14762,4,176.2
20384,23605,23302,4,71.36
20385,24872,25306,3,169.13
20386,6285,4728,4,63.05
20387,9259,7378,2,32.9
20388,12161,4490,2,130.15
20389,26170,2544,5,59.24
20390,10257,12617,2,95.09
20391,3275,2373,2,94.11
20392,10773,13071,2,69.01
20393,24340,19309,3,56.57
20394,23891,10662,2,107.81
20395,14986,18500,5,41.2
20396,14404,26791,5,127.15
20397,8659,20338,5,95.54
20398,13425,14003,1,72.51
20399,22714,27858,1,52.25
20400,5741,4347,3,77.31
20401,4924,7257,2,48.44
20402,11858,12183,3,58.97
20403,7067,10507,2,151.83
20404,23383,23656,1,111.51
20405,4424,17728,4,147.12
20406,12645,13026,3,41.53
20407,8143,10279,1,26.67
20408,8033,2231,5,107.63
20409,13916,23299,4,53.89
20410,14137,9627,1,61.78
20411,29091,21195,1,111.03
20412,189,8006,4,108.57
20413,2373,6114,4,147.09
20414,21980,6478,2,148.01
20415,10369,18372,3,51.91
20416,8560,5545,5,177.53
20417,7206,7009,4,170.74
20418,12656,6259,5,77.77
20419,11202,21907,1,77.71
20420,24763,11066,5,147.34
20421,21017,18095,4,47.59
20422,19827,24122,3,65.34
20423,4559,11798,2,151.45
20424,4406,28440,4,129.98
20425,17079,10647,5,103.61
20426,22109,28934,3,80.25
20427,28241,8877,4,59.92
20428,1991,14198,5,59.73
20429,23631,29406,1,116.77
20430,22396,3116,1,34.94
20431,8013,27118,2,153.23
20432,23510,1603,1,40.79
20433,22946,13807,3,155.46
20434,11894,5815,1,44.09
20435,9134,1947,1,49.42
20436,28186,19360,4,165.53
20437,10622,27254,2,112.81
20438,21532,4054,4,170.47
20439,25306,19247,4,132.76
20440,24199,8341,5,45.46
20441,17,27447,3,50.59
20442,11034,6057,2,78.24
20443,24511,25931,1,60.31
20444,878,11539,5,148.98
20445,3634,23168,2,148.05
20446,29747,2082,3,90.57
20447,9919,18558,5,151.63
20448,14760,12603,2,39.05
20449,28765,5808,3,64.84
20450,7967,398,1,80.26
20451,23227,8011,1,133.9
20452,2227,7122,2,144.97
20453,23064,18334,1,158.06
20454,23179,790,1,76.89
20455,22170,6354,5,43.48
20456,28316,9840,2,151.36
20457,10917,7047,1,166.97
20458,5291,8622,3,119.7
20459,28642,1819,4,42.78
20460,24880,8028,1,39.71
20461,20152,17640,2,36.1
20462,14082,9580,4,171.95
20463,14766,534,2,118.92
20464,3239,1547,4,127.23
20465,29639,11292,4,75.31
20466,9581,26725,3,170.0
20467,13221,12745,3,39.34
20468,18924,1568,1,63.58
20469,1531,17016,4,131.42
20470,12011,22469,3,34.12
20471,10886,10808,4,98.84
20472,176,22406,3,166.11
20473,1101,11035,1,38.42
20474,26922,23973,5,89.35
20475,6825,15476,5,132.03
20476,6312,26958,1,103.97
20477,3978,17513,4,172.49
20478,1647,8139,1,134.66
20479,26438,23554,3,73.79
20480,18738,26134,3,73.73
20481,5300,20397,1,174.79
20482,15697,29425,3,127.56
20483,26414,1546,5,104.13
20484,15054,24888,4,33.74
20485,10991,19001,4,161.06
20486,15068,15005,5,102.43
20487,18352,18404,1,101.47
20488,22832,15524,3,138.89
20489,17786,14469,1,132.21
20490,14122,8164,1,158.77
20491,1723,20238,4,31.08
20492,29986,6150,4,103.44
20493,11167,6819,4,32.33
20494,3148,6109,4,129.47
20495,7420,19403,1,59.35
20496,28257,23410,2,148.45
20497,27386,20866,4,174.02
20498,29306,22208,5,100.13
20499,17145,10928,5,133.41
20500,25033,26357,1,45.0
20501,2010,28697,5,140.8
20502,8169,19463,3,50.25
20503,780,17272,4,88.47
20504,14930,26067,1,136.31
20505,24673,12484,4,90.09
20506,28452,26000,5,77.89
20507,10918,22972,4,78.06
20508,16659,15322,1,75.5
20509,26218,12177,4,25.19
20510,4722,12293,5,80.55
20511,15591,1945,3,110.85
20512,24647,10190,3,74.49
20513,14091,27401,1,35.17
20514,19585,27244,3,97.6
20515,248,28071,3,57.74
20516,1896,8891,5,112.43
20517,29354,27555,3,26.4
20518,25991,27716,1,74.87
20519,29660,20520,2,54.98
20520,9468,25855,5,120.36
20521,17323,559,4,33.26
20522,29924,28148,3,159.21
20523,23108,14650,3,164.24
20524,8777,2321,5,144.53
20525,3564,7568,5,35.28
20526,15870,12422,5,30.68
20527,25477,3258,3,114.97
20528,26246,3790,1,110.95
20529,15006,20218,4,161.28
20530,306,16580,3,144.71
20531,7677,19114,1,126.01
20532,26145,9222,4,118.13
20533,16756,10108,3,131.79
20534,2027,19160,3,139.98
20535,2287,16711,1,136.12
20536,1765,24827,4,110.26
20537,967,5452,4,163.8
20538,25264,3047,5,112.63
20539,4755,14893,1,81.41
20540,4834,26083,3,140.16
20541,2296,22806,1,128.24
20542,21166,2485,4,114.17
20543,12814,7572,4,117.35
20544,8624,11374,1,113.98
20545,16893,16847,4,91.36
20546,27508,1438,1,93.13
20547,22978,26628,2,116.23
20548,29260,16089,2,112.83
20549,7093,14156,2,105.99
20550,29486,26980,3,177.62
20551,3220,10706,1,26.06
20552,29242,3237,5,178.48
20553,23220,8198,2,165.41
20554,16724,12899,3,102.06
20555,22977,27552,5,56.86
20556,25167,3402,4,49.05
20557,22437,29858,4,107.45
20558,6371,5063,4,30.95
20559,20219,3961,5,145.83
20560,3909,22477,5,51.55
20561,25162,27770,1,52.62
20562,18624,6408,3,30.51
20563,24195,21430,1,74.51
20564,21090,23944,4,115.55
20565,20415,2945,3,167.69
20566,13604,12530,2,162.48
20567,25886,305,1,109.46
20568,23481,1766,2,149.4
20569,10946,5860,1,44.72
20570,11183,178,2,73.62
20571,1474,12051,2,150.32
20572,12298,12678,2,135.05
20573,43,198,5,164.97
20574,4918,11813,2,141.01
20575,26290,3690,2,50.35
20576,3491,14089,2,50.66
20577,1772,27967,3,56.59
20578,10819,16620,1,172.17
20579,10694,10643,4,64.61
20580,16647,1712,4,80.61
20581,22356,7510,5,128.71
20582,23697,9679,2,37.65
20583,8503,26689,5,127.64
20584,26096,23039,3,165.92
20585,17638,4855,3,76.23
20586,14784,29531,5,159.09
20587,15175,8377,4,85.41
20588,2690,3065,5,26.51
20589,1201,12820,3,155.09
20590,25918,11871,3,103.99
20591,14593,17131,2,66.22
20592,28764,26532,4,74.64
20593,8151,13018,5,110.81
20594,8690,15291,1,28.57
20595,11565,14221,1,178.86
20596,26235,25120,5,109.78
20597,25850,11122,2,65.37
20598,15255,12921,1,137.85
20599,26056,15339,1,76.87
20600,13643,14515,2,118.68
20601,25930,29003,1,98.05
20602,21494,9539,5,90.38
20603,9375,28782,4,25.38
20604,25237,16130,2,164.3
20605,24515,2653,2,59.38
20606,19662,29702,2,130.44
20607,22732,5701,4,99.97
20608,27603,26034,1,145.78
20609,1269,24961,5,144.27
20610,15286,5141,4,116.9
20611,14619,12358,2,32.73
20612,9159,2319,4,32.09
20613,17279,7315,2,112.52
20614,18952,4432,1,150.78
20615,8312,19816,2,135.98
20616,18674,13377,1,120.38
20617,19510,26386,2,86.84
20618,2636,1721,5,114.15
20619,26528,20653,5,175.19
20620,23781,23276,1,86.2
20621,26532,12844,3,144.28
20622,24779,10039,1,77.52
20623,392,14017,4,172.4
20624,17677,124,3,54.42
20625,1643,20309,3,42.48
20626,26121,15477,1,67.07
20627,20205,19529,1,109.91
20628,19635,29645,4,64.79
20629,13208,28171,3,118.83
20630,10312,25324,3,91.1
20631,4327,20813,2,41.38
20632,9123,18003,1,164.2
20633,18825,6305,1,77.41
20634,25822,1927,1,167.16
20635,28433,26396,2,163.41
20636,10586,4404,3,66.01
20637,942,17272,1,175.3
20638,827,12262,5,150.23
20639,223,28530,4,67.31
20640,4303,14221,5,55.8
20641,17419,23905,3,175.53
20642,21355,8041,5,149.82
20643,10069,16912,4,174.24
20644,24136,3680,5,176.43
20645,2866,2927,3,77.65
20646,24725,12959,4,111.65
20647,23224,19813,3,93.01
20648,19811,16966,1,157.27
20649,23677,5554,4,158.66
20650,5132,8722,1,65.81
20651,11266,1751,5,83.83
20652,11282,11249,3,49.68
20653,26134,9650,1,29.18
20654,13604,20846,1,117.28
20655,641,24709,1,109.02
20656,15603,13353,3,166.45
20657,511,10930,4,152.07
20658,5775,22972,5,48.33
20659,28756,10587,2,127.99
20660,13011,23447,4,91.52
20661,9554,3907,3,133.42
20662,17359,15857,4,115.51
20663,19147,24693,2,166.3
20664,18632,21875,1,71.48
20665,11949,10012,4,120.7
20666,17457,13865,5,111.32
20667,17709,17340,2,123.98
20668,5493,17032,5,102.33
20669,16574,11732,1,47.7
20670,22904,5777,2,139.58
20671,21856,963,2,163.17
20672,2820,17438,3,139.23
20673,17074,6016,1,68.52
20674,5,17858,3,86.11
20675,9915,14893,3,152.21
20676,12559,13,3,31.49
20677,6308,3844,2,144.28
20678,26675,943,4,113.96
20679,9796,8376,3,118.38
20680,6077,13588,4,128.5
20681,700,8574,1,73.74
20682,23384,4358,3,46.13
20683,21879,16465,2,75.0
20684,29555,16012,5,85.93
20685,27773,6584,2,42.55
20686,21547,18669,5,67.08
20687,8545,24303,4,127.4
20688,28163,7770,2,132.91
20689,27172,12112,3,32.14
20690,29620,6814,1,81.27
20691,2519,9614,5,170.13
20692,1122,24653,1,83.23
20693,24610,21508,2,176.3
20694,29848,19988,2,122.68
20695,29421,4272,2,169.3
20696,10997,20040,5,30.42
20697,7851,6714,2,166.81
20698,23018,9955,5,172.78
20699,21086,2499,2,26.46
20700,24012,8247,1,119.68
20701,26382,25110,1,139.01
20702,7825,28530,4,87.76
20703,15156,22133,1,114.35
20704,18139,29494,4,124.56
20705,24370,23468,1,85.47
20706,27233,2691,5,53.25
20707,9739,15340,2,77.29
20708,11821,14726,2,45.54
20709,7780,6496,3,73.91
20710,1354,24749,4,28.09
20711,14373,7619,2,136.36
20712,13080,5945,1,28.97
20713,15498,11308,2,84.39
20714,14315,26918,3,53.76
20715,6295,11991,5,76.3
20716,2918,1499,3,73.21
20717,12967,22347,5,65.2
20718,23295,15134,1,55.15
20719,29036,15031,5,100.63
20720,28046,1793,4,161.61
20721,5767,21134,5,170.26
20722,27108,22712,2,92.02
20723,4909,6266,3,108.44
20724,26067,9918,2,144.03
20725,8672,3836,3,59.83
20726,15591,7110,1,162.99
20727,3221,25334,5,141.33
20728,7080,15756,4,31.35
20729,23196,10146,2,79.78
20730,787,28944,2,169.23
20731,2392,23517,4,25.98
20732,8861,21092,3,65.2
20733,5192,28865,3,118.26
20734,10374,21106,4,171.38
20735,20044,7301,2,135.24
20736,16469,16870,2,52.51
20737,3437,28494,3,84.67
20738,27649,28812,1,74.54
20739,22529,9423,2,84.15
20740,29732,9188,3,27.07
20741,18719,23662,1,48.89
20742,8263,5348,3,92.34
20743,7542,16834,1,136.25
20744,2004,20138,3,83.33
20745,8167,6342,1,98.31
20746,26678,1460,3,99.3
20747,20167,8591,5,161.24
20748,11122,23541,1,118.48
20749,12135,13557,1,70.3
20750,29543,11651,5,53.86
20751,16165,17365,3,37.97
20752,23022,11608,5,26.16
20753,12447,19399,1,61.59
20754,14164,10973,1,59.44
20755,11957,2214,4,69.57
20756,23593,4192,4,65.69
20757,22312,3658,1,64.67
20758,15877,6633,2,127.87
20759,6358,3716,1,173.78
20760,12472,23072,5,138.3
20761,2776,25776,2,76.25
20762,17235,23902,5,27.36
20763,3439,10300,2,64.83
20764,15923,8733,4,101.37
20765,22848,15698,3,165.76
20766,1626,11999,5,99.61
20767,24,6393,2,131.05
20768,14499,16242,3,172.68
20769,16384,7432,4,85.65
20770,13493,19912,4,32.2
20771,526,18249,5,175.5
20772,19963,24687,3,102.45
20773,3121,14162,5,83.0
20774,28448,29990,1,79.94
20775,16889,6358,5,64.78
20776,27997,14121,5,143.68
20777,26681,9480,4,113.15
20778,25619,11849,2,29.36
20779,3083,21749,3,121.65
20780,6002,745,1,177.59
20781,9470,12132,3,33.2
20782,20079,26989,1,49.26
20783,9886,24481,1,147.34
20784,7727,19711,3,55.58
20785,29209,7248,2,92.76
20786,4046,19251,4,43.79
20787,1875,11395,4,106.63
20788,28817,22075,3,72.39
20789,6682,15809,4,144.23
20790,24295,25473,5,119.39
20791,25603,27463,1,37.89
20792,11445,81,3,36.91
20793,3524,5979,3,102.54
20794,17973,16503,3,144.8
20795,5435,22541,4,44.16
20796,19241,1955,5,83.14
20797,9111,28250,3,105.28
20798,16534,23049,1,155.31
20799,26021,17862,2,175.3
20800,794,3256,3,47.45
20801,4996,23238,1,162.72
20802,6711,11684,4,84.04
20803,20051,11183,2,34.89
20804,4933,18785,4,150.57
20805,25014,25668,1,125.29
20806,25939,331,5,117.62
20807,9283,23435,2,104.98
20808,18715,4051,4,61.8
20809,13870,5188,3,151.84
20810,28637,25712,4,127.55
20811,26640,20782,2,85.04
20812,20304,17288,4,38.45
20813,10333,4484,4,133.52
20814,27822,24231,2,107.29
20815,10568,24218,1,93.69
20816,21606,24082,3,111.63
20817,15614,28590,2,69.2
20818,10533,25831,4,146.53
20819,3665,11701,5,34.36
20820,22090,28551,2,36.17
20821,26224,11546,5,140.8
20822,16061,8310,5,35.79
20823,3738,9024,3,142.73
20824,6016,4129,4,173.52
20825,2462,4877,5,170.4
20826,4114,17125,5,82.69
20827,3331,24782,3,93.63
20828,20067,13731,4,50.94
20829,5600,7879,1,78.98
20830,6715,7109,5,77.47
20831,24910,22492,1,46.5
20832,6400,9543,4,154.83
20833,903,13261,5,151.43
20834,26527,13332,1,129.01
20835,24574,5556,2,123.49
20836,29150,334,2,50.83
20837,18444,21332,4,147.02
20838,23107,11175,1,119.39
20839,5657,19820,1,37.76
20840,2529,2351,1,160.8
20841,11679,14320,5,135.14
