cod_autor,nome,nacionalidade
1432,Ana Liz da Mata,Marianas do Norte
1433,Heitor Dias,Cuba
1434,Srta. Marina Caldeira,Bielorrússia
1435,Ana da Conceição,Anguila
1436,Kamilly Almeida,Clipperton Island
1437,Rafaela das Neves,Geórgia
1438,Luan Moraes,República Centro-Africana
1439,Bruno Castro,Camboja
1440,Noah Brito,Venezuela
1441,Benicio Rezende,Groenlândia
1442,Samuel Rios,Svalbard e Jan Mayen
1443,Luiz Henrique Andrade,Arábia Saudita
1444,José Leão,Vietnam
1445,Marcelo Costa,Sérvia
1446,Enzo Pinto,Finlândia
1447,Maria Alice Teixeira,Micronésia
1448,Beatriz Costa,Aruba
1449,Ana Vitória Nogueira,Macedônia do Norte
1450,Leandro Barbosa,Barein
1451,Benicio Abreu,Polinésia Francesa
1452,Olívia Barbosa,Mayotte
1453,Sophie Dias,Ruanda
1454,Yuri da Rosa,Cazaquistão
1455,Bruno da Costa,Nicarágua
1456,Srta. Mirella Barros,Bahamas
1457,Sr. Davi Miguel Ramos,Cuba
1458,Nicole Siqueira,República Checa
1459,Luan Rodrigues,Mongólia
1460,Dr. Mathias da Mata,Gabão
1461,Olivia Nogueira,Tonga
1462,Dra. Mariah Pires,Tonga
1463,Mariah Rocha,Nicarágua
1464,Gael Pires,Irlanda
1465,Maria Luísa Câmara,Nova Zelândia
1466,Alexandre Monteiro,Burundi
1467,Ana Laura Lima,Argentina
1468,Dr. Levi Rezende,Etiópia
1469,João Sales,Ilhas Virgens Britânicas
1470,João Vitor Camargo,Costa Rica
1471,Ester Viana,Congo-Brazzaville
1472,Agatha Vieira,Santa Helena
1473,Luísa Castro,Quiribáti
1474,Sarah Leão,Guatemala
1475,Ian Abreu,Trindade e Tobago
1476,Thomas Azevedo,Coral Sea Islands
1477,Manuella Souza,Ucrânia
1478,Laura da Cruz,Kuwait
1479,Sofia Duarte,Gana
1480,Maria Cecília da Rocha,Birmânia
1481,Ana Laura Jesus,Panamá
1482,Pedro Lucas Campos,Território Britânico do Oceano Índico
1483,Felipe da Cruz,Egito
1484,Apollo Fogaça,Cazaquistão
1485,Calebe Dias,Togo
1486,Oliver Montenegro,Armênia
1487,Daniela da Luz,Ilhas Falkland
1488,Ayla Santos,Ilha de Man
1489,Lucas das Neves,Guernsey
1490,Anthony Gabriel Nascimento,Barein
1491,Natália Teixeira,Cuba
1492,Evelyn Mendonça,Ilhas Falkland
1493,Maria Fernanda Nascimento,Bélgica
1494,Ísis da Rocha,Andorra
1495,Agatha Lima,Malávi
1496,Srta. Isabel da Conceição,Coreia do Sul
1497,Maria Sophia Jesus,Jersey
1498,Ana Carolina Garcia,Coreia do Sul
1499,Benjamim Machado,Costa Rica
1500,Bruna Souza,Eslovênia
1501,Sophie Oliveira,Haiti
1502,Manuella Andrade,Micronésia
1503,Mirella Dias,Tunísia
1504,Ravi Pinto,São Marinho
1505,Lorenzo Moreira,Países Baixos
1506,Sophia Pacheco,Comores
1507,Mariana Farias,Libéria
1508,Sophie Vargas,Usbequistão
1509,Arthur Novaes,Quirguizistão
1510,Raquel Pires,Seicheles
1511,Marcos Vinicius Garcia,Letônia
1512,Dra. Luara Abreu,Samoa
1513,Dra. Ana Azevedo,Níger
1514,Beatriz Cirino,Nepal
1515,Ana Júlia Camargo,Suécia
1516,Isaac Pinto,Turquia
1517,Breno da Luz,Guam
1518,Lívia Casa Grande,Ilhas Heard e McDonald
1519,Bruno Abreu,Camboja
1520,Ísis Moura,Lesoto
1521,Ana Clara Caldeira,Costa Rica
1522,André Montenegro,Cabo Verde
1523,Manuela Vargas,Usbequistão
1524,Valentim Almeida,Israel
1525,Davi Lucas Marques,Trindade e Tobago
1526,Yuri Porto,Costa do Marfim
1527,Srta. Luiza Caldeira,Guernsey
1528,Sr. José Araújo,Suazilândia
1529,Dr. Lucas Gabriel Garcia,Indonésia
1530,Lavínia Montenegro,Emirados Árabes Unidos
1531,Dr. Benicio Duarte,Malta
1532,Yago Duarte,Argentina
1533,Rafael Garcia,Chile
1534,Sara da Mata,Colômbia
1535,Julia da Conceição,Guiné
1536,Maria Julia Cavalcanti,Marrocos
1537,Ravi Lucca Vargas,São Tomé e Príncipe
1538,Benjamin Martins,Eritreia
1539,Arthur Gabriel Castro,Suazilândia
1540,Lucas Gabriel da Cunha,Ilhas Marshall
1541,Francisco Cassiano,Suíça
1542,Yago Pereira,Antígua e Barbuda
1543,Brenda Nascimento,Coreia do Sul
1544,Srta. Maria Isis da Mata,Camboja
1545,Dr. Anthony Teixeira,Niue
1546,Arthur Miguel Nunes,Grécia
1547,Valentina Vasconcelos,Uruguai
1548,Rafael Camargo,Birmânia
1549,Ana Clara Machado,Croácia
1550,Mateus Moura,Canadá
1551,Fernando da Mata,Tunísia
1552,Dr. Pedro Henrique da Rocha,Granada
1553,Henry Montenegro,Jersey
1554,Maria Helena Gonçalves,Ilhas Cook
1555,Carlos Eduardo Lima,Maldivas
1556,Liam Pastor,Marianas do Norte
1557,Dr. Benjamim da Cruz,Bangladesh
1558,Sra. Natália Machado,Tonga
1559,Ryan Vasconcelos,Chipre
1560,Ester Jesus,Paquistão
1561,Dr. Yuri Caldeira,Jamaica
1562,Sr. Alexandre Pires,Omã
1563,Luiz Henrique das Neves,Bermudas
1564,Kevin Borges,Moldávia
1565,Sarah Pinto,Gana
1566,Marcela Garcia,Ilhas Marshall
1567,Vinícius Almeida,Colômbia
1568,Srta. Rebeca Rios,Domínica
1569,Luiz Gustavo Andrade,Canadá
1570,Emanuelly Mendonça,Navassa Island
1571,Srta. Brenda Cirino,São Cristóvão e Neves
1572,Isaac Cassiano,Ilhas Virgens Britânicas
1573,Liz Novais,Eslováquia
1574,Maria Eduarda da Mota,Líbano
1575,Enzo Dias,Comores
1576,Benjamin Campos,Tuvalu
1577,Sra. Maria Sophia da Costa,Benim
1578,Anthony Gabriel Moraes,Ilhas dos Cocos
1579,Helena Fogaça,Estônia
1580,Heitor Albuquerque,Laos
1581,Cecilia Fogaça,Alemanha
1582,Maria Fernanda Moura,Mayotte
1583,Marcela Ribeiro,Domínica
1584,Matheus Garcia,Israel
1585,Sr. João Vitor Vieira,Ilha Wake
1586,Paulo Duarte,Guernsey
1587,Bella Martins,Zâmbia
1588,Cecilia das Neves,Bulgária
1589,Mariana Cardoso,Sri Lanka
1590,Emanuella da Rocha,Navassa Island
1591,Caroline Rios,Canadá
1592,Ester Fonseca,Camboja
1593,Ana da Mata,Birmânia
1594,Benjamin Cassiano,Nepal
1595,Dr. Antônio Mendes,Granada
1596,Luara Fogaça,Gana
1597,Maria Fernanda Novais,Marianas do Norte
1598,Sr. Gael Henrique Fogaça,Barein
1599,Juliana Barros,Bermudas
1600,Sr. Otto Campos,Nepal
1601,Dr. Luiz Gustavo Nascimento,Argentina
1602,Dra. Ana Carolina Fogaça,República Checa
1603,Isabela Aragão,Guiné Equatorial
1604,Maria Sophia Almeida,Catar
1605,Mateus Sousa,Marrocos
1606,Henry Alves,Barein
1607,Sr. Yago Ramos,Roménia
1608,Dra. Luara Aragão,Malávi
1609,Heitor Silva,Porto Rico
1610,Dra. Isabel Cunha,Ilha de Man
1611,Ana Cecília Silva,Liechtenstein
1612,Liz Viana,Brunei
1613,Isadora Almeida,Clipperton Island
1614,Luara Casa Grande,Gabão
1615,Heloísa Rodrigues,Suazilândia
1616,Mariane Pereira,Cuba
1617,Sophia Teixeira,Dinamarca
1618,Bruno Rezende,Brasil
1619,Dr. Arthur Gabriel Oliveira,Iêmen
1620,Ayla Silva,Antártica
1621,Olívia Pires,Ilhas Marshall
1622,Antônio Nogueira,Líbano
1623,Carlos Eduardo Camargo,África do Sul
1624,João Pedro Martins,Domínica
1625,Luigi Vargas,Seicheles
1626,Jade Cassiano,Mongólia
1627,Otávio Fogaça,Togo
1628,Brenda Correia,Botsuana
1629,Maria Júlia Oliveira,Etiópia
1630,Ian Pastor,Omã
1631,Heloísa Campos,Brasil
1632,Gustavo Henrique da Cunha,Bolívia
1633,Sr. Liam Brito,Camarões
1634,Luísa Rocha,Montenegro
1635,Vinícius Freitas,Ilha de Man
1636,Olívia Casa Grande,Suíça
1637,Bento Casa Grande,Reino Unido
1638,Dra. Natália Rodrigues,Cuba
1639,Dra. Maria Fernanda Gonçalves,Rússia
1640,Maria Sophia Sales,Iraque
1641,Gabrielly da Mata,Timor Leste
1642,Thales Pires,Albânia
1643,Liz Teixeira,República Centro-Africana
1644,Laís Costa,Ilhas Turcas e Caicos
1645,Alice Alves,Barein
1646,Ana Sophia Pereira,Ilhas Falkland
1647,Brenda Brito,Bósnia e Herzegovina
1648,Lucas Gabriel Marques,Haiti
1649,Isadora Rocha,Burundi
1650,Maria Luísa Nunes,Armênia
1651,Yasmin Mendes,Noruega
1652,Pedro Miguel Pastor,Togo
1653,Caroline das Neves,Estados Unidos
1654,Raquel Borges,Quiribáti
1655,Henry Nogueira,Turquia
1656,Leandro da Rocha,Bangladesh
1657,Sra. Marcela Castro,Níger
1658,Aurora Nunes,Ilha Bouvet
1659,Fernando Teixeira,Polônia
1660,Enrico Vieira,Malta
1661,Ravi Costa,Guiné
1662,Liam Cassiano,Micronésia
1663,Liam Jesus,Rússia
1664,Felipe Rezende,Malávi
1665,Srta. Camila da Costa,Burquina Faso
1666,Dr. Ravi Lucca Sá,Iraque
1667,Jade Sá,Jan Mayen
1668,Fernanda da Costa,Belize
1669,Leandro Souza,Tonga
1670,Josué Sousa,Ilhas Virgens Americanas
1671,Camila Oliveira,Costa do Marfim
1672,Helena Nunes,Marianas do Norte
1673,Antonella Souza,Brunei
1674,Elisa Vargas,Burundi
1675,Dra. Eloah Cardoso,Coreia do Norte
1676,Maria Isis Novais,Zâmbia
1677,Maria Clara Cirino,Porto Rico
1678,Danilo Rios,Santa Lúcia
1679,Pedro Porto,Países Baixos
1680,Dr. Bruno Marques,Tuvalu
1681,Benjamin Leão,Samoa
1682,Manuela Teixeira,Emirados Árabes Unidos
1683,Hadassa Pimenta,Irlanda
1684,Bruno da Cunha,Domínica
1685,Elisa Silva,França
1686,Pietra Aparecida,Cuba
1687,Calebe Rezende,Território Britânico do Oceano Índico
1688,Allana Pereira,Azerbaijão
1689,Maria Luiza da Mota,Nova Zelândia
1690,Anna Liz Vasconcelos,Mauritânia
1691,Emanuel Cassiano,Jordânia
1692,Dr. Lorenzo Macedo,Belize
1693,André Novaes,Santa Lúcia
1694,Gabriel Cardoso,Zâmbia
1695,Sra. Evelyn Guerra,Nova Zelândia
1696,Matteo Correia,Áustria
1697,Heloisa Santos,Indonésia
1698,Sra. Julia Sousa,Nigéria
1699,Dr. Theo Correia,Dinamarca
1700,Thiago Ramos,Ilhas Cook
1701,Gabriela Aragão,Samoa Americana
1702,Nicolas Cassiano,Navassa Island
1703,Rebeca Monteiro,Vietnam
1704,Ana Carolina Machado,Gana
1705,Calebe da Conceição,Dinamarca
1706,Murilo da Costa,Tuvalu
1707,Maria Luísa Sampaio,Ashmore and Cartier Islands
1708,Emilly Martins,Guernsey
1709,Eloá Aparecida,Ilhas Salomão
1710,Arthur Gabriel Porto,Guiné
1711,Esther Moraes,Cuba
1712,José Pedro Sousa,Guernsey
1713,Daniela Andrade,Papua-Nova Guiné
1714,Ester Silveira,Tuvalu
1715,Srta. Ísis Ramos,Barbados
1716,Daniel Vieira,Estados Unidos
1717,Aylla Novaes,Territórios Austrais Franceses
1718,Cauê Montenegro,Índia
1719,Júlia Lopes,Jan Mayen
1720,Ana Cecília Nascimento,Ilhas Caiman
1721,Breno Aparecida,Suriname
1722,Benjamin Sá,Noruega
1723,Danilo Pacheco,Zimbábue
1724,Pietra Nunes,Vaticano
1725,Danilo da Cruz,Guiana
1726,Gael das Neves,Guam
1727,Sr. Théo Lopes,Guiana
1728,Maria Helena Rocha,Montenegro
1729,Ísis Cavalcanti,Angola
1730,Augusto Rodrigues,Vietnam
1731,Lívia Pires,Eslováquia
1732,José Mendes,Svalbard e Jan Mayen
1733,Gabriel Teixeira,Eslovênia
1734,José Miguel Teixeira,Gabão
1735,Maria Fernanda Dias,Guam
1736,João Pedro Ferreira,Jamaica
1737,Breno Campos,Antártica
1738,Manuela da Cunha,México
1739,Otto Costela,Território Britânico do Oceano Índico
1740,Erick Silva,Domínica
1741,Maria Júlia Monteiro,Costa do Marfim
1742,Milena Carvalho,Canadá
1743,Maria Júlia Azevedo,Madagascar
1744,Luna Borges,Zimbábue
1745,Lavínia Teixeira,Montenegro
1746,Joana Campos,Senegal
1747,Leonardo Nascimento,Vaticano
1748,Maria Luísa Brito,Egito
1749,Manuella Garcia,Ilhas Caiman
1750,Sra. Luísa Jesus,Costa Rica
1751,Matheus Santos,República Dominicana
1752,Júlia Aragão,Domínica
1753,Renan Martins,Vietnam
1754,Davi Lucca da Rosa,Rússia
1755,Emanuel Cavalcanti,Israel
1756,Hellena Vargas,Turquia
1757,Sra. Letícia Mendonça,Lituânia
1758,Mariah Ferreira,Suazilândia
1759,Kaique Almeida,Monserrate
1760,Emanuel Cirino,Akrotiri
1761,Lorena Garcia,Fiji
1762,Heitor Fogaça,Guiana
1763,Sofia Rios,Burundi
1764,Danilo Martins,Tailândia
1765,Dra. Manuella Souza,Ilhas Heard e McDonald
1766,Joaquim Novais,Gâmbia
1767,Luiz Otávio Teixeira,Lituânia
1768,Sra. Luísa Dias,China
1769,Luiz Otávio da Cruz,Omã
1770,Elisa Carvalho,Papua-Nova Guiné
1771,Ravi Montenegro,Guiné Equatorial
1772,Rebeca Brito,Ilhas Turcas e Caicos
1773,Arthur Miguel Rodrigues,Geórgia do Sul e Sandwich do Sul
1774,Isaque Moraes,Costa do Marfim
1775,Laís Fonseca,Madagascar
1776,Miguel da Rocha,Dhekelia
1777,Isabel Mendes,Nauru
1778,Gael Henrique Montenegro,Guam
1779,Laís Mendes,Maurícia
1780,Samuel Montenegro,Malásia
1781,Sra. Isabella Mendonça,Japão
1782,Gabrielly Siqueira,Emirados Árabes Unidos
1783,Sr. Carlos Eduardo Viana,Tanzânia
1784,Bruna Vargas,Zâmbia
1785,Rafaela Costela,Azerbaijão
1786,Arthur Miguel Almeida,Síria
1787,Dr. Diogo Silva,União Europeia
1788,Ian Ribeiro,Maldivas
1789,Vinicius Sousa,Reino Unido
1790,Davi Luiz da Mota,Tonga
1791,Dr. Marcos Vinicius Monteiro,Uruguai
1792,Julia da Rosa,Territórios Austrais Franceses
1793,Cecilia Andrade,Peru
1794,Mateus Sousa,Gibraltar
1795,Vitória da Rosa,Sudão
1796,Gabriela Teixeira,Guiana
1797,Francisco Cavalcanti,Clipperton Island
1798,Cecilia Novais,Moçambique
1799,Milena Ribeiro,Jibuti
1800,Luiz Miguel Rodrigues,Quênia
1801,Lavínia Barbosa,Omã
1802,Davi Luiz Jesus,Suíça
1803,Rhavi Ramos,Macau
1804,Ana Laura da Cruz,Peru
1805,Ravi Lucca Costa,Ilha de Man
1806,Manuela Martins,Serra Leoa
1807,Eloá Nascimento,Anguila
1808,Arthur Gabriel da Mata,Arábia Saudita
1809,Mateus Brito,Ilha do Natal
1810,Felipe Lima,Jibuti
1811,Aylla Siqueira,Groenlândia
1812,Dr. Kevin Câmara,São Vicente e Granadinas
1813,Luara da Conceição,Etiópia
1814,Daniela Nunes,Eslovênia
1815,Ayla da Rocha,Coreia do Norte
1816,João Gabriel Machado,Granada
1817,Allana Ramos,Uruguai
1818,Isabelly Costa,Bielorrússia
1819,Mateus Cirino,Albânia
1820,Ísis Moreira,Bélgica
1821,Dr. Pedro Marques,Polinésia Francesa
1822,Mateus Jesus,Guernsey
1823,Nicole Rocha,Roménia
1824,Stephany Dias,Ilha Bouvet
1825,Lucas Abreu,Burundi
1826,Mariane Teixeira,Akrotiri
1827,Arthur Miguel Castro,Macedônia do Norte
1828,Srta. Hellena Martins,Camboja
1829,Mariane Sá,África do Sul
1830,Sra. Camila Fogaça,Itália
1831,Vitor Gabriel Melo,Lituânia
1832,Maria Fernanda Novais,Santa Lúcia
1833,Ana Clara Siqueira,Timor Leste
1834,Yago Silveira,México
1835,Yuri Vieira,Maldivas
1836,Dra. Luiza Cirino,Ilhas Falkland
1837,Maya Duarte,Chile
1838,Anna Liz da Mota,Espanha
1839,Srta. Sofia Borges,Antilhas Holandesas
1840,Isabela Rezende,Ilha Bouvet
1841,Lorena Lima,Uruguai
1842,Dr. Renan Vieira,Territórios Austrais Franceses
1843,Allana Moraes,Tailândia
1844,Sr. Pedro Lucas da Cruz,Andorra
1845,Sr. José Ribeiro,México
1846,Sr. Arthur Miguel Rocha,Trindade e Tobago
1847,Luigi Abreu,Tunísia
1848,Marcos Vinicius Montenegro,Ucrânia
1849,Anthony Costela,Jan Mayen
1850,Ana Beatriz Siqueira,Venezuela
1851,Luigi Brito,Jamaica
1852,Gabriel Fogaça,Comores
1853,Ravy Andrade,Fiji
1854,Dra. Mirella da Mota,Nova Caledónia
1855,Anthony Araújo,Zâmbia
1856,Heloísa Vieira,Colômbia
1857,Dr. João Gabriel Rios,Suazilândia
1858,Pietro Montenegro,Índia
1859,Dra. Júlia Aparecida,Samoa Americana
1860,Beatriz Cirino,Vaticano
1861,Zoe Cunha,Macedônia do Norte
1862,Emanuelly Albuquerque,Malávi
1863,Davi Luiz Novais,Luxemburgo
1864,Léo das Neves,Paracel Islands
1865,Maria Helena Peixoto,Antilhas Holandesas
1866,Erick Guerra,Quiribáti
1867,Natália Porto,Marianas do Norte
1868,Dr. Levi Andrade,Jan Mayen
1869,Josué Vargas,Cabo Verde
1870,Henrique Teixeira,Butão
1871,Luiz Fernando Gonçalves,Argentina
1872,Davi Lucas das Neves,Líbia
1873,Kevin Guerra,Egito
1874,Pietra Albuquerque,Lituânia
1875,Sr. Benicio Azevedo,Macedônia do Norte
1876,Dr. Thiago Moraes,Quiribáti
1877,Larissa da Paz,Chade
1878,Giovanna Rios,Mônaco
1879,Rebeca da Conceição,Jamaica
1880,Vitor Hugo Garcia,Portugal
1881,Léo Lima,Tailândia
1882,Erick Pinto,Geórgia do Sul e Sandwich do Sul
1883,Olívia Pacheco,Antígua e Barbuda
1884,Rafael Barros,Jan Mayen
1885,Luiz Henrique Novaes,São Vicente e Granadinas
1886,Alexandre Andrade,Ilha de Man
1887,Ana Albuquerque,Bangladesh
1888,Brayan Dias,Senegal
1889,Aurora Rodrigues,Austrália
1890,Sr. Heitor Ribeiro,Irlanda
1891,Ana Carolina Abreu,Micronésia
1892,Sr. Thiago Aragão,Coreia do Norte
1893,Elisa Pacheco,Territórios Austrais Franceses
1894,Caio Montenegro,Itália
1895,Léo da Cunha,Paraguai
1896,Eduardo Cardoso,Turquemenistão
1897,Ana Clara Sousa,Libéria
1898,Julia da Luz,Níger
1899,Dra. Brenda da Costa,Serra Leoa
1900,Bella Andrade,Micronésia
1901,Ravi Lucca da Luz,Ilha de Man
1902,João Pedro Azevedo,Ucrânia
1903,João Pedro da Paz,Burundi
1904,Mirella Araújo,Territórios Austrais Franceses
1905,Alice Casa Grande,Samoa Americana
1906,Gustavo Henrique Cavalcanti,Ilhas Turcas e Caicos
1907,Clarice Guerra,Bangladesh
1908,Julia Andrade,São Pedro e Miquelon
1909,Sr. Antony Pastor,Suíça
1910,Maria Isis Rodrigues,França
1911,Caroline Santos,Azerbaijão
1912,Bento Siqueira,Paracel Islands
1913,Arthur Melo,Senegal
1914,Dra. Gabrielly da Cruz,Burundi
1915,Luiz Fernando Correia,Afeganistão
1916,Dante Novais,Faroé
1917,Lívia Oliveira,Chade
1918,Sr. Fernando Gonçalves,Liechtenstein
1919,Dra. Joana Aragão,Akrotiri
1920,Srta. Maitê Alves,Taiwan
1921,Benicio Aragão,Porto Rico
1922,Yuri Novais,Tanzânia
1923,Vinícius da Rocha,Granada
1924,Antony Oliveira,Nigéria
1925,Antonella Pinto,Turquemenistão
1926,Ryan da Paz,Burquina Faso
1927,Ravi Lucca Viana,Liechtenstein
1928,Gabriel Fonseca,Bulgária
1929,Sr. João Vitor Cavalcanti,Ilhas Heard e McDonald
1930,Mariane Guerra,Nauru
1931,Maria Júlia Carvalho,Nova Zelândia
1932,Cecília Pereira,Sri Lanka
1933,Léo Caldeira,Ilha do Natal
1934,Juliana Castro,Anguila
1935,Gustavo Henrique Rodrigues,Liechtenstein
1936,Calebe Pacheco,Samoa Americana
1937,Dr. Pietro Martins,Cuba
1938,Kevin Novaes,Clipperton Island
1939,Luigi Sampaio,Lituânia
1940,Miguel Borges,Nova Zelândia
1941,Vitor Hugo Pinto,Sérvia
1942,Ana Carolina Ramos,Afeganistão
1943,Stephany Pinto,Dinamarca
1944,Dra. Sarah Teixeira,República Dominicana
1945,Theodoro da Conceição,Bolívia
1946,Catarina Fernandes,República Dominicana
1947,Antônio Novaes,Roménia
1948,Luigi Lopes,São Cristóvão e Neves
1949,Bianca da Paz,Sudão
1950,Sra. Giovanna da Mota,Gabão
1951,Lucas Gabriel Ferreira,Angola
1952,Maria Liz Lopes,Palau
1953,Mariana Carvalho,Coreia do Norte
1954,Sr. Emanuel Nogueira,Áustria
1955,Yago Ribeiro,Peru
1956,Oliver Santos,Serra Leoa
1957,Dra. Maria Cecília Cassiano,Bielorrússia
1958,Esther Fernandes,Zâmbia
1959,Caleb Casa Grande,Bélgica
1960,Srta. Hadassa Pinto,Liechtenstein
1961,Dr. Paulo da Cunha,Burquina Faso
1962,Cecília Monteiro,Ilhas dos Cocos
1963,Mariana Marques,Suíça
1964,Evelyn da Mota,Jersey
1965,Maria Julia Pinto,Camboja
1966,Anthony Moreira,Benim
1967,Dra. Ágatha Câmara,Austrália
1968,Pedro Miguel Nascimento,Ilhas Virgens Britânicas
1969,Levi Lima,Bulgária
1970,Luiz Felipe Brito,Moçambique
1971,Maria Julia Teixeira,Cuba
1972,Bella Campos,Reino Unido
1973,Yuri Novaes,Emirados Árabes Unidos
1974,Elisa da Paz,Bahamas
1975,Sophie Melo,Rússia
1976,Dra. Maria Júlia Cassiano,Coreia do Sul
1977,João Miguel Gonçalves,Jan Mayen
1978,Maya Pacheco,Hungria
1979,Eduarda Lopes,Malásia
1980,Diogo Gomes,Vietnam
1981,Rafael Andrade,Tunísia
1982,João Guilherme da Rosa,Nicarágua
1983,Pietro Oliveira,Svalbard e Jan Mayen
1984,Dr. Leonardo Teixeira,Monserrate
1985,Sr. Enzo Gabriel Sá,Butão
1986,Marcelo das Neves,Egito
1987,Ana Beatriz Novaes,Taiwan
1988,Sra. Ana Almeida,Coral Sea Islands
1989,Nicole Ribeiro,Haiti
1990,Enrico Viana,Jibuti
1991,Lucas Cassiano,Ilhas Virgens Britânicas
1992,Julia Rocha,Roménia
1993,Luiz Miguel Vieira,Luxemburgo
1994,Sr. Luiz Fernando Costela,Salvador
1995,Dra. Lavínia Pereira,Ilhas Caiman
1996,Allana Caldeira,Islândia
1997,Ana Julia Marques,Jibuti
1998,Ravy Mendonça,Taiwan
1999,Alícia Azevedo,Tunísia
2000,Erick Marques,Camarões
2001,Ayla Rios,Comores
2002,Ísis da Rocha,Espanha
2003,Sra. Valentina Vasconcelos,Croácia
2004,Dra. Pietra Fernandes,Porto Rico
2005,Maria Liz Peixoto,Ilhas Virgens Americanas
2006,Srta. Fernanda da Mota,Grécia
2007,Mariana Peixoto,Guiné Equatorial
2008,Maria Sophia Moura,Paracel Islands
2009,Oliver Borges,Jan Mayen
2010,Sra. Lavínia Freitas,França
2011,Erick Rodrigues,Dinamarca
2012,Paulo da Conceição,Aruba
2013,Vitor Hugo Mendonça,República Centro-Africana
2014,Cauê Pereira,Granada
2015,Dra. Clara da Rocha,Vanuatu
2016,Heloisa Borges,Panamá
2017,Bianca Câmara,Albânia
2018,Sr. Igor Silveira,Suriname
2019,Dra. Maria Julia da Costa,Espanha
2020,Beatriz Dias,Ilhas Virgens Americanas
2021,Fernanda Pacheco,Serra Leoa
2022,Henrique Cirino,Bermudas
2023,Théo Gonçalves,Seicheles
2024,Manuela Lopes,Marrocos
2025,Sr. Augusto Vargas,Ilhas Cook
2026,Srta. Maysa da Conceição,Cuba
2027,Sr. Daniel Pires,Brunei
2028,Luiz Henrique da Cunha,São Pedro e Miquelon
2029,Caleb da Luz,Sérvia
2030,Sr. Lorenzo Campos,Usbequistão
2031,Luiza Nascimento,Território Britânico do Oceano Índico
2032,Isis Teixeira,Uganda
2033,Miguel Freitas,Ilha Bouvet
2034,Mirella Silva,Tunísia
2035,Benjamim Andrade,Malta
2036,Allana Brito,Nicarágua
2037,Enrico Borges,Quênia
2038,Sr. Leandro Brito,Finlândia
2039,Sr. Gael Almeida,Serra Leoa
2040,Maria Cecília da Cruz,Cabo Verde
2041,Brenda Almeida,Sudão
2042,Rhavi Campos,Bermudas
2043,Sr. Luiz Felipe Araújo,Bahamas
2044,Miguel Sales,Colômbia
2045,Juliana Borges,Costa do Marfim
2046,Stella da Luz,Síria
2047,Ana Vitória Fernandes,Egito
2048,Aylla Ribeiro,Macau
2049,Dr. Miguel Caldeira,Haiti
2050,Maria Júlia Souza,Chile
2051,Joana Santos,Bósnia e Herzegovina
2052,Dr. Samuel da Costa,Timor Leste
2053,Ana Liz Cassiano,Ilhas Turcas e Caicos
2054,Raquel Silveira,Antígua e Barbuda
2055,Henrique Montenegro,Macedônia do Norte
2056,Sr. Apollo Caldeira,Malásia
2057,Ana Laura Casa Grande,Irlanda
2058,Joaquim Cardoso,Tunísia
2059,Rafaela Oliveira,Angola
2060,Danilo Camargo,Ilhas Salomão
2061,Dante Santos,Angola
2062,Arthur Gomes,Samoa
2063,Catarina Cunha,Haiti
2064,Vitor Gabriel Martins,Barein
2065,Alana Camargo,Sudão
2066,Fernanda Costa,Áustria
2067,Thomas Almeida,Chipre
2068,Pedro Lucas Souza,Nicarágua
2069,Bárbara Dias,Mali
2070,Lunna Casa Grande,Ucrânia
2071,Carolina Nogueira,Dhekelia
2072,Rhavi Farias,Irlanda
2073,João Pedro Fonseca,Groenlândia
2074,Srta. Elisa Aragão,Faroé
2075,João Vitor Caldeira,Mayotte
2076,Enzo Gabriel Cirino,Bahamas
2077,Léo Montenegro,Ilha de Man
2078,Antonella da Cunha,Belize
2079,Alexandre da Rosa,Turquia
2080,Yuri Azevedo,Turquia
2081,Dante Gonçalves,Granada
2082,Sophie Albuquerque,Suazilândia
2083,Hellena Lopes,Catar
2084,Maria Liz Aparecida,Canadá
2085,Sr. Matteo Monteiro,Cuba
2086,Ana Liz Costa,Akrotiri
2087,Enzo Gabriel das Neves,Tokelau
2088,Ísis Pacheco,Turquia
2089,Natália da Rocha,São Pedro e Miquelon
2090,Sra. Maria Sophia Rodrigues,Cabo Verde
2091,Nathan Moreira,Líbia
2092,Matheus Garcia,Costa do Marfim
2093,Igor Campos,Brasil
2094,Emilly da Luz,Arábia Saudita
2095,Luiz Otávio Ribeiro,Países Baixos
2096,Pedro Henrique Cunha,Tuvalu
2097,Sr. Yago Cunha,Indonésia
2098,João Guilherme da Luz,Domínica
2099,Laís Jesus,Gabão
2100,Lucas das Neves,Congo-Brazzaville
2101,Melina Rezende,França
2102,Enzo Gabriel Vieira,São Vicente e Granadinas
2103,Hellena Lopes,República Dominicana
2104,Srta. Luara Pacheco,Costa Rica
2105,Alícia Rocha,Japão
2106,Breno da Rocha,Congo-Kinshasa
2107,Luiz Otávio Barros,Japão
2108,Dr. Eduardo Nunes,Guiné
2109,Ana Beatriz Brito,Dhekelia
2110,Ana Lívia Correia,Japão
2111,Alexia Cavalcanti,Guam
2112,Anthony Gabriel Vasconcelos,Reino Unido
2113,Benício Fernandes,Somália
2114,Natália Mendonça,Lesoto
2115,Rodrigo Duarte,Iraque
2116,Dante Fogaça,Bahamas
2117,Thomas Farias,Gâmbia
2118,Breno Caldeira,Seicheles
2119,Benicio Moreira,Indonésia
2120,Luiz Otávio Mendonça,Bangladesh
